name,location,link,rooms,bathrooms,construction (m2),terrain (m2),divisa,price MP,Delegacion,colonia,gym,pool,pet,garage,elevador,terrace,garden
"Depa - Preventa en Narvarte, 2 Recamaras con Bodega:.2.4 m²","Av Cuauhtémoc, Narvarte, Benito Juárez",/propiedades/depa-preventa-en-narvarte-2-recamaras-con-55738843.html,2.0,2.0,77.0,80.0,1,3.3706, Benito Juárez,Narvarte,1,0,0,1,0,0,0
"Vive en La Mejor Zona de Benito Juárez, Depa - Preventa - Narvarte","Av Cuauhtémoc, Narvarte, Benito Juárez",/propiedades/vive-en-la-mejor-zona-de-benito-juarez-depa-55738941.html,2.0,2.0,77.0,79.0,1,3.3560000000000003, Benito Juárez,Narvarte,1,0,0,1,0,0,0
Departamentos en Venta en La del Valle,"Providencia, Del Valle, Benito Juárez",/propiedades/departamentos-en-venta-en-la-del-valle-55739159.html,2.0,2.0,86.0,86.0,1,5.1, Benito Juárez,DelValle,0,0,0,0,0,1,0
Depa en Preventa Narvarte con Todo Lo Que Necesitas Terraza:8.2 m²,"Av Cuauhtémoc, Narvarte, Benito Juárez",/propiedades/depa-en-preventa-narvarte-con-todo-lo-que-necesitas-55739286.html,2.0,2.0,78.0,88.0,1,3.9601, Benito Juárez,Narvarte,1,0,0,1,0,1,0
"Preventa Departamentos en Arquimedes, Polanco","Arquimedes, Polanco, Miguel Hidalgo",/propiedades/preventa-departamentos-en-arquimedes-polanco-55739332.html,1.0,1.0,67.0,67.0,1,7.5, Miguel Hidalgo,Polanco,1,0,0,1,0,1,0
Venta de P. H en Polanco,"Polanco, Miguel Hidalgo",/propiedades/venta-de-p.-h-en-polanco-55739336.html,3.0,4.0,244.0,244.0,1,40.0, Miguel Hidalgo,Polanco,0,0,0,1,1,1,0
Invierte Sin Temor Vive en La Mejor Zona de Benito Juárez Bodega:2.5 m²,"Av Cuauhtémoc, Narvarte, Benito Juárez",/propiedades/invierte-sin-temor-vive-en-la-mejor-zona-de-benito-55739480.html,2.0,2.0,77.0,80.0,1,3.4061, Benito Juárez,Narvarte,1,0,0,1,0,0,0
Preventa en La Nápoles de 2 Recamaras de 63.9 m²,"Av Gergia, Nápoles, Napoles, Benito Juárez",/propiedades/preventa-en-la-napoles-de-2-recamaras-de-63.9-m-sup2-55815118.html,2.0,2.0,63.0,63.0,1,3.552, Benito Juárez,Napoles,0,0,0,1,1,0,0
"Invierte en ""Georgia"" Departamento en La Col. Nápoles","Av Georgia, Nápoles, Napoles, Benito Juárez",/propiedades/invierte-en-georgia-departamento-en-la-col.-napoles-55815324.html,2.0,2.0,63.0,63.0,1,3.552, Benito Juárez,Napoles,0,0,0,1,1,0,0
Departamento en Venta en Letran Valle,"Dr. Vértiz, LetrAn Valle, Benito Juárez",/propiedades/departamento-en-venta-en-letran-valle-55740841.html,1.0,1.0,61.0,61.0,1,2.998913, Benito Juárez,LetrAnValle,0,0,0,1,0,1,1
"Michoacán, Condesa","Condesa, Cuauhtémoc",/propiedades/michoacan-condesa-55741615.html,3.0,2.0,132.0,132.0,1,7.8, Cuauhtémoc,Condesa,1,0,0,1,1,1,1
Departamento en La Av Cuauhtémoc con Terraza y Jardinera,"Av Cuauhtémoc, Narvarte, Benito Juárez",/propiedades/departamento-en-la-av-cuauhtemoc-con-terraza-y-55742546.html,2.0,2.0,75.0,83.0,1,3.7948, Benito Juárez,Narvarte,1,0,0,1,0,1,0
Preventa en Narvarte Depto de 78 m² con Terraza:4.2 m²,"Av Cuauhtémoc, Narvarte, Benito Juárez",/propiedades/preventa-en-narvarte-depto-de-78-m-sup2--con-55742701.html,2.0,2.0,78.0,88.0,1,3.9989, Benito Juárez,Narvarte,1,0,0,1,0,1,0
Invierte en Tu Departamento con Gran Precio con Bodega:1 m²,"Av Cuauhtémoc, Narvarte, Benito Juárez",/propiedades/invierte-en-tu-departamento-con-gran-precio-con-55742821.html,2.0,2.0,77.0,78.0,1,3.386, Benito Juárez,Narvarte,1,0,0,1,0,0,0
Depto en Entrega en Enero 2021 con Terraza:4 m²,"Av Cuauhtémoc, Narvarte, Benito Juárez",/propiedades/depto-en-entrega-en-enero-2021-con-terraza:4-m-sup2-55743067.html,2.0,2.0,75.0,83.0,1,3.8324, Benito Juárez,Narvarte,1,0,0,1,0,1,0
"Apartamento de 2 Recamaras con Terraza, Jardinera y Bodega","Av Cuauhtémoc, Narvarte, Benito Juárez",/propiedades/apartamento-de-2-recamaras-con-terraza-jardinera-y-55743155.html,2.0,2.0,78.0,88.0,1,4.0377, Benito Juárez,Narvarte,1,0,0,1,0,1,0
Departamento en La Av Cuauhtémoc!preventa! con Bodega,"Av Cuauhtémoc, Narvarte, Benito Juárez",/propiedades/departamento-en-la-av-cuauhtemoc!preventa!-con-bodega-55743247.html,2.0,2.0,77.0,80.0,1,3.6033, Benito Juárez,Narvarte,1,0,0,1,0,0,0
"Depto de 3,611,200 Mxn en La Col. Narvarte con Bodega:2.4 m²","Av Cuauhtémoc, Narvarte, Benito Juárez",/propiedades/depto-de-3-611-200-mxn-en-la-col.-narvarte-con-55743334.html,2.0,2.0,77.0,80.0,1,3.6112, Benito Juárez,Narvarte,1,0,0,1,0,0,0
!vivir Bien! Depto en La Av Cuauhtémoc con Terraza:8 m²,"Av Cuauhtémoc, Narvarte, Benito Juárez",/propiedades/!vivir-bien!-depto-en-la-av-cuauhtemoc-con-terraza:8-55743480.html,2.0,2.0,75.0,83.0,1,3.87, Benito Juárez,Narvarte,1,0,0,1,0,1,0
Departamento en Venta - Jardines en La Montaña,"Jardines en la Montaña, Tlalpan",/propiedades/departamento-en-venta-jardines-en-la-montana-55743482.html,3.0,4.0,400.0,400.0,1,15.8, Tlalpan,JardinesenlaMontaña,1,1,0,1,1,0,0
Exclusio Departamento en La Col. Narvarte con Terraza:8.2 m²,"Av Cuauhtémoc, Narvarte, Benito Juárez",/propiedades/exclusio-departamento-en-la-col.-narvarte-con-55743566.html,2.0,2.0,78.0,86.0,1,3.9878, Benito Juárez,Narvarte,1,0,0,1,0,1,0
"Departamento en Venta, Polanco","Amplio EN Polanco, Polanco, Miguel Hidalgo",/propiedades/departamento-en-venta-polanco-55743620.html,3.0,2.0,260.0,260.0,1,16.5, Miguel Hidalgo,Polanco,0,0,0,1,0,0,0
"Departamento en Venta, Bosque de Las Lomas","Amplio PH, Bosques de las Lomas, Cuajimalpa de Morelos",/propiedades/departamento-en-venta-bosque-de-las-lomas-55743641.html,3.0,4.0,310.0,310.0,1,10.9, Cuajimalpa de Morelos,BosquesdelasLomas,0,0,0,1,0,0,0
"Departamento en Venta, Reforma Social","Bonito, A UNA Cuadra DE Periférico Y Palmas, Reforma Social, Miguel Hidalgo",/propiedades/departamento-en-venta-reforma-social-55743646.html,1.0,1.0,100.0,100.0,1,5.8, Miguel Hidalgo,ReformaSocial,1,0,0,1,0,0,0
Impresionante PH en Vidalta,"Impresionante PH EN Vidalta, Lomas del Chamizal, Cuajimalpa de Morelos",/propiedades/impresionante-ph-en-vidalta-55743667.html,3.0,3.0,450.0,450.0,1,34.0, Cuajimalpa de Morelos,LomasdelChamizal,1,1,1,1,0,0,0
Amplio Departamento,"Amplio Departamento, Lomas de Chapultepec, Miguel Hidalgo",/propiedades/amplio-departamento-55743688.html,3.0,3.0,440.0,440.0,1,20.0, Miguel Hidalgo,LomasdeChapultepec,1,1,0,1,1,1,0
"Departamento en Venta, Lomas del Chamizal","A 100m DE Bosques DE LAS Lomas, Lomas del Chamizal, Cuajimalpa de Morelos",/propiedades/departamento-en-venta-lomas-del-chamizal-55743691.html,2.0,2.0,87.0,87.0,1,3.65, Cuajimalpa de Morelos,LomasdelChamizal,0,0,0,1,0,0,0
Departamentos de Lujo,"DEL Carmen, Del Carmen, Benito Juárez",/propiedades/departamentos-de-lujo-55743693.html,2.0,2.0,60.0,60.0,1,2.4, Benito Juárez,DelCarmen,0,0,0,1,1,0,0
"Departamento en Venta, del Carmen","DEL Carmen, Del Carmen, Benito Juárez",/propiedades/departamento-en-venta-del-carmen-55743694.html,3.0,2.0,94.0,94.0,1,3.45, Benito Juárez,DelCarmen,0,0,0,1,1,1,0
"Bonito, Moderno Para Pareja","Bonito, Moderno Para Pareja, Polanco, Miguel Hidalgo",/propiedades/bonito-moderno-para-pareja-55743701.html,1.0,1.0,60.0,60.0,1,5.15, Miguel Hidalgo,Polanco,0,0,0,1,0,0,0
"Departamento en Venta - Renta, Polanco","PH Iluminado Y Espacioso EN Polanco, Polanco, Miguel Hidalgo",/propiedades/departamento-en-venta-renta-polanco-55743709.html,3.0,3.0,303.0,303.0,1,17.5, Miguel Hidalgo,Polanco,0,0,0,1,1,1,0
"Departamento en Venta, Polanco","Soleado CON Buenos Espacios, Polanco, Miguel Hidalgo",/propiedades/departamento-en-venta-polanco-55743745.html,3.0,3.0,230.0,230.0,1,10.0, Miguel Hidalgo,Polanco,0,0,0,1,1,0,0
"Departamento en Venta, Bosque de Las Lomas","Espectacular Departamento  con Acabados de Lujo, Bosques de las Lomas, Cuajimalpa de Morelos",/propiedades/departamento-en-venta-bosque-de-las-lomas-55743766.html,3.0,3.0,305.0,305.0,1,17.5, Cuajimalpa de Morelos,BosquesdelasLomas,0,0,0,1,0,0,0
"Departamento en Venta, Bosque de Las Lomas","Vista Impresionante, Bosque de las Lomas, Miguel Hidalgo",/propiedades/departamento-en-venta-bosque-de-las-lomas-55743770.html,3.0,3.0,600.0,600.0,0,18.26, Miguel Hidalgo,BosquedelasLomas,1,1,0,1,0,1,0
"Departamento en Venta, Lomas del Chamizal","DE Lujo CON Acabados Bonitos Y Piso Alto, Lomas del Chamizal, Cuajimalpa de Morelos",/propiedades/departamento-en-venta-lomas-del-chamizal-55743784.html,3.0,3.0,275.0,275.0,1,13.5, Cuajimalpa de Morelos,LomasdelChamizal,1,1,0,1,0,0,0
"Departamento en Venta - Renta, Polanco","Amplio Depto. EN Polanco, Polanco, Miguel Hidalgo",/propiedades/departamento-en-venta-renta-polanco-55743803.html,3.0,2.0,300.0,300.0,1,14.0, Miguel Hidalgo,Polanco,0,0,0,1,0,0,0
"Departamento en Venta, Polanco","Departamento Amplio, Polanco, Miguel Hidalgo",/propiedades/departamento-en-venta-polanco-55743805.html,3.0,2.0,290.0,290.0,1,16.9, Miguel Hidalgo,Polanco,1,0,0,1,0,0,1
"Departamento en Venta, Bosque de Las Lomas","Residencial Reforma Laureles, Bosques de las Lomas, Cuajimalpa de Morelos",/propiedades/departamento-en-venta-bosque-de-las-lomas-55743825.html,4.0,3.0,410.0,410.0,0,27.5, Cuajimalpa de Morelos,BosquesdelasLomas,1,1,0,1,0,0,0
"Departamento en Venta, Bosque de Las Lomas","Avivia Super Precio, Gran Oportunidad, Bosques de las Lomas, Cuajimalpa de Morelos",/propiedades/departamento-en-venta-bosque-de-las-lomas-55743840.html,3.0,3.0,255.0,255.0,1,11.0, Cuajimalpa de Morelos,BosquesdelasLomas,1,1,0,1,0,0,0
De Lujo en Residencial,"DE Lujo EN Residencial, Lomas del Chamizal, Cuajimalpa de Morelos",/propiedades/de-lujo-en-residencial-55743851.html,3.0,3.0,316.0,316.0,1,17.0, Cuajimalpa de Morelos,LomasdelChamizal,1,1,0,1,0,1,0
"Portales Sur, Estrena Departamento, Seguridad, Amenidades, Lujo","Emiliano Zapata, Portales, Benito Juárez",/propiedades/portales-sur-estrena-departamento-seguridad-55838257.html,2.0,2.0,63.0,63.0,1,2.69, Benito Juárez,Portales,1,0,0,1,1,0,1
Departamento en Venta! - Polanco,"Horacio, Polanco, Miguel Hidalgo",/propiedades/departamento-en-venta!-polanco-55839677.html,3.0,3.0,194.0,274.0,1,23.0, Miguel Hidalgo,Polanco,0,0,0,1,0,0,1
Amplio Departamento en La Col. Nápoles de 68.35 m²,"Av Georgia, Napoles, Benito Juárez",/propiedades/amplio-departamento-en-la-col.-napoles-de-68.35-55782499.html,2.0,2.0,68.0,68.0,1,3.932, Benito Juárez,Napoles,0,0,0,1,1,0,1
Departamento en Renta / Venta - Polanco,"Edgar Allan Poe, Polanco, Miguel Hidalgo",/propiedades/departamento-en-renta-venta-polanco-55782519.html,2.0,2.0,161.0,161.0,1,22.425, Miguel Hidalgo,Polanco,0,0,0,0,0,0,0
Departamento en La Col. Nápoles de 68.35 m² 1 Estacionamiento,"Av Georgia, Nápoles, Napoles, Benito Juárez",/propiedades/departamento-en-la-col.-napoles-de-68.35-m-sup2--1-55839972.html,2.0,2.0,68.0,68.0,1,3.932, Benito Juárez,Napoles,0,0,0,1,1,0,0
!exclusivo Depto! en La Av Georgia con Balcón:8.94 m²,"Av Georgia, Napoles, Benito Juárez",/propiedades/!exclusivo-depto!-en-la-av-georgia-con-balcon:8.94-55782578.html,2.0,2.0,65.0,75.0,1,4.5274, Benito Juárez,Napoles,0,0,0,1,1,0,1
Departamento Venta Lomas del Chamizal,"CAÑONEROS DE GUANAJUATO, Lomas del Chamizal, Cuajimalpa de Morelos",/propiedades/departamento-venta-lomas-del-chamizal-55782642.html,2.0,2.0,155.0,155.0,1,8.9, Cuajimalpa de Morelos,LomasdelChamizal,0,0,1,1,0,1,0
Departamento en Av Cuauhtémoc 2 Recamaras con Terraza:3.31 m²,"Av Cuauhtémoc, Narvarte, Benito Juárez",/propiedades/departamento-en-av-cuauhtemoc-2-recamaras-con-55694208.html,2.0,2.0,64.0,73.0,1,3.3097, Benito Juárez,Narvarte,1,0,0,1,0,0,1
Departamento Venta Bosques de Las Lomas,"SECRETARIA DE MARINA, Lomas del Chamizal, Cuajimalpa de Morelos",/propiedades/departamento-venta-bosques-de-las-lomas-55782713.html,2.0,2.0,155.0,155.0,1,8.9, Cuajimalpa de Morelos,LomasdelChamizal,0,0,1,1,0,1,0
Pent House en La Col. Nápoles con Roof Garden:63.9 m²,"Av Georgia, Napoles, Benito Juárez",/propiedades/pent-house-en-la-col.-napoles-con-roof-garden:63.9-55782796.html,2.0,2.0,63.0,127.0,1,4.6089, Benito Juárez,Napoles,0,0,0,1,1,0,1
"Preventa en La Nápoles de $4,084,700 Mxn Cerca de Insurgentes","Av Georgia, Nápoles, Napoles, Benito Juárez",/propiedades/preventa-en-la-napoles-de-$4-084-700-mxn-cerca-de-55840486.html,2.0,2.0,68.0,68.0,1,4.0847, Benito Juárez,Napoles,0,0,0,1,1,0,0
Departamento en Venta - Lomas del Chamizal (Conj. Vidalta),"Secretaria de Marina, Lomas del Chamizal, Cuajimalpa de Morelos",/propiedades/departamento-en-venta-lomas-del-chamizal-conj.-55840590.html,3.0,3.0,326.0,326.0,1,20.5, Cuajimalpa de Morelos,LomasdelChamizal,0,0,0,0,0,0,0
Departamento en La Av Georgia con Balcón:8.94 m²,"Av Georgia, Napoles, Benito Juárez",/propiedades/departamento-en-la-av-georgia-con-balcon:8.94-m-sup2-55783948.html,2.0,2.0,65.0,75.0,1,4.275, Benito Juárez,Napoles,0,0,0,1,1,0,0
Se Vende Departamento Ubicado San Jeronimo Lidice,"LUIS CABRERA, San Jerónimo Lídice, La Magdalena Contreras",/propiedades/se-vende-departamento-ubicado-san-jeronimo-lidice-55841390.html,3.0,2.0,114.0,114.0,1,5.68266, La Magdalena Contreras,SanJerónimoLídice,0,0,0,1,1,1,0
Departamento en La Col. Santa María Monoalco con Bodega,"Av Caravaggio, Santa Maria Nonoalco, Benito Juárez",/propiedades/departamento-en-la-col.-santa-maria-monoalco-con-55841678.html,2.0,2.0,99.0,104.0,1,5.026, Benito Juárez,SantaMariaNonoalco,0,0,0,1,1,1,1
Se Vende Amplio Departamento en Jardines del Pedregal y Periferico Sur,"MANANTIAL, Jardines del Pedregal, Alvaro Obregón",/propiedades/se-vende-amplio-departamento-en-jardines-del-pedregal-55841782.html,4.0,4.0,358.0,358.0,1,22.808076999999997, Alvaro Obregón,JardinesdelPedregal,1,1,0,1,1,1,1
Departamento en Venta en Lamartine,"Lamartine, Polanco V Sección, Miguel Hidalgo",/propiedades/departamento-en-venta-en-lamartine-55843046.html,3.0,4.0,200.0,200.0,1,19.0, Miguel Hidalgo,PolancoVSección,0,0,0,1,1,1,1
Departamento en La Av Caravaggio con Patio:13.3 m²,"Av Caravaggio, Santa Maria Nonoalco, Benito Juárez",/propiedades/departamento-en-la-av-caravaggio-con-patio:13.3-55843327.html,3.0,2.0,102.0,115.0,1,5.113, Benito Juárez,SantaMariaNonoalco,0,0,0,1,1,1,1
"Por Cambio de Residencia, Baja de Precio en Bosques de Las Lomas","Bosques de las Lomas, Cuajimalpa de Morelos",/propiedades/por-cambio-de-residencia-baja-de-precio-en-bosques-de-55695997.html,3.0,3.0,198.0,198.0,1,7.8, Cuajimalpa de Morelos,BosquesdelasLomas,1,1,0,1,0,0,0
"Campos Eliseos, Garden House 256 m Hab + 125 m Jardín= 381 m Área Total, Amenidades","CAMPOS ELISEOS, Polanco, Miguel Hidalgo",/propiedades/campos-eliseos-garden-house-256-m-hab-125-m-jardin-55696049.html,3.0,3.0,256.0,256.0,0,52.294, Miguel Hidalgo,Polanco,1,0,0,1,1,0,1
"Muy Cómodo, Viva con Tranquilidad","Municipio Libre 364, Santa Cruz Atoyac, Benito Juárez",/propiedades/muy-comodo-viva-con-tranquilidad-55844818.html,2.0,2.0,78.0,78.0,1,4.3, Benito Juárez,SantaCruzAtoyac,1,0,0,1,0,0,1
Apartamento en La Del. Benito Juarez con Balcón:8.94 m²,"Av Georgia, Napoles, Benito Juárez",/propiedades/apartamento-en-la-del.-benito-juarez-con-balcon:8.94-55785018.html,2.0,2.0,65.0,75.0,1,3.3667, Benito Juárez,Napoles,0,0,0,1,1,0,0
Departamentos en Venta Desierto de Los Leones Alvaro Obregon,"AV DESIERTO DE LOS LEONES 6060, San Bartolo Ameyalco, Alvaro Obregón",/propiedades/departamentos-en-venta-desierto-de-los-leones-alvaro-55846934.html,2.0,3.0,193.0,193.0,1,11.0, Alvaro Obregón,SanBartoloAmeyalco,1,1,0,1,1,1,0
"Estrena Tu Departamento Exterior, del Valle! Seguridad, Comodidad","Del Valle, Benito Juárez",/propiedades/estrena-tu-departamento-exterior-del-valle!-55786727.html,3.0,2.0,110.0,110.0,1,4.553, Benito Juárez,DelValle,1,0,0,1,1,0,1
— - Departamento de Lujo en Venta Ruben Dario Polanco,"Rubén Dario, Polanco, Miguel Hidalgo",/propiedades/-departamento-de-lujo-en-venta-ruben-dario-polanco-55786745.html,2.0,3.0,509.0,509.0,0,105.6, Miguel Hidalgo,Polanco,1,1,0,0,0,0,0
Departamento en La Av Caravaggio con Bodega:3.83 m²,"Av Caravaggio, Santa Maria Nonoalco, Benito Juárez",/propiedades/departamento-en-la-av-caravaggio-con-bodega:3.83-55847883.html,2.0,2.0,87.0,91.0,1,4.544, Benito Juárez,SantaMariaNonoalco,0,0,0,1,1,1,1
"Departamento en Lord Byron, Polanco","Lord Byron, Polanco, Polanco, Miguel Hidalgo",/propiedades/departamento-en-lord-byron-polanco-55848357.html,3.0,4.0,336.0,336.0,0,43.78, Miguel Hidalgo,Polanco,1,1,0,1,1,0,0
Departamento en La Col. Santa María Nonoalco con Bodega,"Av Caravaggio, Santa Maria Nonoalco, Benito Juárez",/propiedades/departamento-en-la-col.-santa-maria-nonoalco-con-55849170.html,3.0,2.0,97.0,106.0,1,5.05, Benito Juárez,SantaMariaNonoalco,0,0,0,1,1,1,1
"Sp Departamento Condesa, Garden House","Condesa, Cuauhtémoc",/propiedades/sp-departamento-condesa-garden-house-55788201.html,3.0,2.0,115.0,115.0,1,9.650475, Cuauhtémoc,Condesa,0,0,0,1,0,0,1
Bonito Departamento en Venta,"Contadero, Cuajimalpa de Morelos",/propiedades/bonito-departamento-en-venta-55850467.html,2.0,2.0,80.0,80.0,1,3.5, Cuajimalpa de Morelos,Contadero,1,0,0,1,1,0,0
Oportunidad de Departamento de Remate Bancario en La Col. Fuentes del Pedregal,"PERIFERICO SUR #4091, Fuentes del Pedregal, Tlalpan",/propiedades/oportunidad-de-departamento-de-remate-bancario-en-la-55850637.html,2.0,2.0,84.0,84.0,1,0.6601130000000001, Tlalpan,FuentesdelPedregal,0,0,0,0,0,0,0
"Departamentos Venta Portales Norte, Benito Juarez","Victor Hugo 99, Portales, Benito Juárez",/propiedades/departamentos-venta-portales-norte-benito-juarez-55701499.html,2.0,2.0,64.0,70.0,1,2.9, Benito Juárez,Portales,0,0,0,1,0,1,1
"Departamento con Amenidades Insuperables en La Zona, a 50 m de Polanco","San isidro 30 , Reforma Social, Miguel Hidalgo",/propiedades/departamento-con-amenidades-insuperables-en-la-zona-a-55788948.html,2.0,2.0,101.0,101.0,1,6.4, Miguel Hidalgo,ReformaSocial,1,1,0,1,0,1,1
Departamento en Venta en Santa Fe,"Javier Barros Sierra, Santa Fe, Alvaro Obregón",/propiedades/departamento-en-venta-en-santa-fe-55789164.html,3.0,2.0,155.0,155.0,1,8.0, Alvaro Obregón,SantaFe,1,1,1,1,0,0,1
"Depto Entrega Enero 2020 $3,552,000 63.9 m² Col. Napoles","Av Georgia, Napoles, Benito Juárez",/propiedades/depto-entrega-enero-2020-$3-552-000-63.9-m-sup2--col.-55790091.html,2.0,1.0,63.0,63.0,1,3.552, Benito Juárez,Napoles,0,0,0,1,1,0,0
Preventa ¡Gran Depto. Cerca de Santa Fe!,"Av. México, Manzanastitla, Cuajimalpa de Morelos",/propiedades/preventa-gran-depto.-cerca-de-santa-fe!-53755886.html,3.0,2.0,148.0,148.0,1,4.6531, Cuajimalpa de Morelos,Manzanastitla,1,1,0,1,0,1,1
Sanchez Azcona,"Del Valle, Benito Juárez",/propiedades/sanchez-azcona-53756497.html,2.0,2.0,158.0,158.0,1,5.8, Benito Juárez,DelValle,0,0,0,1,0,1,0
"Venta Departamento, Condesa *","Aguascalientes 161, Hipódromo Condesa, Cuauhtémoc",/propiedades/venta-departamento-condesa-53757836.html,2.0,2.0,107.0,107.0,1,6.0, Cuauhtémoc,HipódromoCondesa,0,0,0,1,1,1,0
"Departamentos en Pre - Venta, Hipódromo","Hipódromo, Cuauhtémoc",/propiedades/departamentos-en-pre-venta-hipodromo-53758168.html,2.0,2.0,164.0,164.0,1,14.014000000000001, Cuauhtémoc,Hipódromo,0,0,0,1,1,0,0
"Venta Departamentos de Lujo Desierto de Los Leones, Alcantarilla, Alvaro Obregón","Alcantarilla, Alvaro Obregón",/propiedades/venta-departamentos-de-lujo-desierto-de-los-leones-53758507.html,3.0,3.0,205.0,205.0,1,10.75, Alvaro Obregón,Alcantarilla,1,1,0,1,0,1,0
Depas en Venta - Preventa Julio 2018 Col. Portales Norte,"Portales, Benito Juárez",/propiedades/depas-en-venta-preventa-julio-2018-col.-portales-53758510.html,2.0,2.0,69.0,69.0,1,3.8280000000000003, Benito Juárez,Portales,0,0,0,1,0,0,0
Depto. en Preventa 3 Recámaras en Col. del Valle,"Del Valle, Benito Juárez",/propiedades/depto.-en-preventa-3-recamaras-en-col.-del-valle-53758528.html,3.0,2.0,125.0,140.0,1,7.6770000000000005, Benito Juárez,DelValle,0,0,1,1,1,0,1
Depas en Venta - Preventa 2 Lugares Estacionamiento en Col. del Valle,"Del Valle, Benito Juárez",/propiedades/depas-en-venta-preventa-2-lugares-estacionamiento-en-53758938.html,2.0,2.0,85.0,85.0,1,4.996, Benito Juárez,DelValle,0,0,0,1,1,0,1
Depas en Venta - Entrega Inmediata 67 m² en Col. Sta. María La Ribera,"Santa Maria La Ribera, Cuauhtémoc",/propiedades/depas-en-venta-entrega-inmediata-67-m-sup2--en-col.-53759002.html,2.0,2.0,67.0,69.0,1,3.0038, Cuauhtémoc,SantaMariaLaRibera,0,0,0,0,1,0,1
Depas en Venta - Preventa con Gimnasio en Lomas de Vista Hermosa,"Lomas de Vista Hermosa, Cuajimalpa de Morelos",/propiedades/depas-en-venta-preventa-con-gimnasio-en-lomas-de-53762088.html,4.0,4.0,465.0,812.0,1,46.163999999999994, Cuajimalpa de Morelos,LomasdeVistaHermosa,1,1,0,1,0,0,0
Venta en Polanco,"calderón de la barca, Polanco, Miguel Hidalgo",/propiedades/venta-en-polanco-53764581.html,3.0,2.0,166.0,166.0,1,9.35, Miguel Hidalgo,Polanco,0,0,0,0,1,0,0
Venta de Departamento en Bosque de Las Lomas,"Paseo de los Tamarindos, Bosque de las Lomas, Miguel Hidalgo",/propiedades/venta-de-departamento-en-bosque-de-las-lomas-53764976.html,3.0,3.0,305.0,305.0,0,18.7, Miguel Hidalgo,BosquedelasLomas,1,1,1,1,0,0,0
Departamento Nuevo Av Jardín Azcapotzalco!,"Av Jardin  257, Del Gas, Azcapotzalco",/propiedades/departamento-nuevo-av-jardin-azcapotzalco!-53768577.html,3.0,2.0,81.0,81.0,1,2.981256, Azcapotzalco,DelGas,0,0,0,0,0,0,0
Departamento Nuevo Av Jardin 84 m²,"Av Jardin  257, Del Gas, Azcapotzalco",/propiedades/departamento-nuevo-av-jardin-84-m-sup2-53768583.html,3.0,2.0,84.0,84.0,1,3.105289, Azcapotzalco,DelGas,0,0,0,0,0,0,0
¡Preventa! Depto. 85 m² Col. del Valle,"Amores, Del Valle, Benito Juárez",/propiedades/-preventa!-depto.-85-m-sup2--col.-del-valle-53772320.html,2.0,2.0,85.0,91.0,1,4.789, Benito Juárez,DelValle,0,0,0,1,1,0,1
Venta - Departamento - Col. del Valle,"Del Valle, Benito Juárez",/propiedades/venta-departamento-col.-del-valle-53772329.html,2.0,2.0,85.0,85.0,1,4.5569999999999995, Benito Juárez,DelValle,0,0,0,1,1,0,1
Gran Departamento en Col. del Valle 127.52 m² ¡Preventa!,"Del Valle, Benito Juárez",/propiedades/gran-departamento-en-col.-del-valle-127.52-m-sup2-53772331.html,3.0,2.0,127.0,135.0,1,6.979, Benito Juárez,DelValle,0,0,0,1,1,0,1
