name,location,link,rooms,bathrooms,construction (m2),terrain (m2),divisa,price MP,Delegacion,colonia,gym,pool,pet,garage,elevador,terrace,garden
Estrena Departamento Periferico Sur,"adolfo ruiz cortinez , Pedregal de Carrasco, Coyoacán",/propiedades/estrena-departamento-periferico-sur-58019331.html,3.0,2.0,128.0,128.0,1,6.49, Coyoacán,PedregaldeCarrasco,1,0,0,1,1,0,0
"Departamento Venta Tetelpan, Desierto de Los Leones","Desierto de los Leones, Tetelpan, Alvaro Obregón",/propiedades/departamento-venta-tetelpan-desierto-de-los-leones-58015896.html,2.0,2.0,62.0,62.0,1,2.85, Alvaro Obregón,Tetelpan,0,0,0,0,0,0,0
Venta de PH en Ventana Polanco,"lago zurich 168, Ampliación Granada, Miguel Hidalgo",/propiedades/venta-de-ph-en-ventana-polanco-58009648.html,3.0,3.0,290.0,290.0,1,14.0, Miguel Hidalgo,AmpliaciónGranada,1,0,1,1,0,0,1
Departamento en Venta en Narvarte,"Mitla 265, Narvarte Oriente, Benito Juárez, 03020 Ciudad de México, CDMX, México, Narvarte, Benito Juárez",/propiedades/departamento-en-venta-en-narvarte-57861688.html,2.0,3.0,155.0,190.0,1,7.5, Benito Juárez,Narvarte,0,0,0,1,0,1,1
Venta Departamento Cuajimalpa,"Venta Departamento, Cuajimalpa, Cuajimalpa de Morelos",/propiedades/venta-departamento-cuajimalpa-58023420.html,3.0,2.0,121.0,121.0,1,3.65, Cuajimalpa de Morelos,Cuajimalpa,0,0,1,1,0,0,0
"Deptos Nuevos en Venta Col. Anahuac, Laguna de Guzman 60","Laguna de Guzman 60, Anahuac, Miguel Hidalgo",/propiedades/deptos-nuevos-en-venta-col.-anahuac-laguna-de-guzman-57857488.html,2.0,1.0,55.0,55.0,1,1.55, Miguel Hidalgo,Anahuac,0,0,0,1,0,0,1
Departamento Nuevo en San Ángel,"La Otra Banda, Alvaro Obregón",/propiedades/departamento-nuevo-en-san-angel-57850761.html,3.0,2.0,132.0,132.0,1,5.54568, Alvaro Obregón,LaOtraBanda,0,0,0,0,0,0,0
"Venta Departamento Nuevo, Lago Zurich, Polanco (Gr)","Venta Departamento Nuevo , Lago Zurich, Polanco (gr), Polanco, Miguel Hidalgo",/propiedades/venta-departamento-nuevo-lago-zurich-polanco-gr-58758623.html,1.0,1.0,65.0,65.0,1,5.2, Miguel Hidalgo,Polanco,1,1,0,0,0,0,0
"Departamento en Venta en Torre Unión, Esq. Marina Nacional","Bahía de San Hipolito 43, Anáhuac I Sección, 11320, Miguel Hidalgo, México, Anahuac, Miguel Hidalgo",/propiedades/departamento-en-venta-en-torre-union-esq.-marina-58769700.html,2.0,2.0,74.0,74.0,1,3.05, Miguel Hidalgo,Anahuac,1,1,0,1,0,1,0
"Increíble Departamento Enfrente del Parque España, Increíbles Amenidades","Nuevo León 18, Condesa, Cuauhtémoc",/propiedades/increible-departamento-enfrente-del-parque-espana-58768266.html,2.0,2.0,95.0,95.0,1,5.85, Cuauhtémoc,Condesa,1,1,0,1,0,0,1
Adolfo Prieto Departamento en Venta,"ADOLFO PRIETO, Del Valle, Benito Juárez",/propiedades/adolfo-prieto-departamento-en-venta-58758421.html,2.0,1.0,81.0,81.0,1,2.6, Benito Juárez,DelValle,0,0,0,1,0,0,0
"Departamento en Venta Col. Miguel Hidalgo, Alcaldía Tlalpan","Galeana, Miguel Hidalgo 2A Sección, Tlalpan",/propiedades/departamento-en-venta-col.-miguel-hidalgo-alcaldia-58769698.html,2.0,2.0,81.0,81.0,1,2.91622, Tlalpan,MiguelHidalgo2ASección,0,0,0,1,1,0,1
Departamento en Queretaro (Roma Norte),"QUERETARO, Roma Norte, Cuauhtémoc",/propiedades/departamento-en-queretaro-roma-norte-58799856.html,2.0,2.0,91.0,91.0,1,4.5, Cuauhtémoc,RomaNorte,0,0,0,1,0,0,0
"Moderno Departamento con o Sin Muebles en Condesa, Listo Para Ocupar!","TAMAULIPAS, Condesa, Cuauhtémoc",/propiedades/moderno-departamento-con-o-sin-muebles-en-condesa-57725853.html,3.0,2.0,140.0,160.0,1,10.8, Cuauhtémoc,Condesa,0,0,0,1,1,1,0
Magnífico Departamento Amplio Cerca de Cineteca Nacional,"UXMAL, General Pedro Maria Anaya, Benito Juárez",/propiedades/magnifico-departamento-amplio-cerca-de-cineteca-58000050.html,3.0,2.0,170.0,170.0,1,4.75, Benito Juárez,GeneralPedroMariaAnaya,0,0,0,1,1,0,0
Magnífico Departamento Amueblado y Equipado en Torre de Carso,"cda ffcc, Ampliación Granada, Miguel Hidalgo",/propiedades/magnifico-departamento-amueblado-y-equipado-en-torre-58599788.html,1.0,1.0,82.0,82.0,1,6.0, Miguel Hidalgo,AmpliaciónGranada,1,1,0,1,0,1,0
Magnífico Departamento Amueblado y Equipado en Torre de Carso,"cda ffcc, Ampliación Granada, Miguel Hidalgo",/propiedades/magnifico-departamento-amueblado-y-equipado-en-torre-58599788.html,1.0,1.0,82.0,82.0,1,6.0, Miguel Hidalgo,AmpliaciónGranada,1,1,0,1,0,1,0
Super Departamento Iluminado Sin Muebles en Portika Polanco,"mariano escobedo 193, Anahuac, Miguel Hidalgo",/propiedades/super-departamento-iluminado-sin-muebles-en-portika-58737423.html,2.0,2.0,985.0,99.0,1,4.3, Miguel Hidalgo,Anahuac,1,0,0,1,0,1,0
Vendo Departamento Paseo de La Reforma,"Paseo de la Reforma , Tabacalera, Cuauhtémoc",/propiedades/vendo-departamento-paseo-de-la-reforma-57768119.html,1.0,1.0,87.0,87.0,1,5.99, Cuauhtémoc,Tabacalera,1,1,0,0,0,0,0
Exclusivo Departamento en City Santa Fe Frente a La Mexicana,"Av. Santa Fe 482, Santa Fe Cuajimalpa, Cuajimalpa de Morelos",/propiedades/exclusivo-departamento-en-city-santa-fe-frente-a-la-56516823.html,1.0,1.0,89.0,89.0,1,6.1, Cuajimalpa de Morelos,SantaFeCuajimalpa,1,1,1,1,0,0,0
Vendo Departamento Bosques de Las Lomas,"Ahuehuetes Norte , Bosques de las Lomas, Cuajimalpa de Morelos",/propiedades/vendo-departamento-bosques-de-las-lomas-57849624.html,3.0,3.0,260.0,260.0,1,16.25, Cuajimalpa de Morelos,BosquesdelasLomas,1,0,0,0,1,1,0
Vendo Departamento Santa Maria La Ribera,"Santa Maria la Ribera , Santa Maria La Ribera, Cuauhtémoc",/propiedades/vendo-departamento-santa-maria-la-ribera-58096236.html,2.0,2.0,65.0,65.0,1,3.19, Cuauhtémoc,SantaMariaLaRibera,1,0,0,0,0,0,0
Departamento - Lomas de Chapultepec,"Rosedal, Lomas de Chapultepec, Miguel Hidalgo",/propiedades/departamento-lomas-de-chapultepec-56345833.html,2.0,3.0,237.0,237.0,1,13.994275, Miguel Hidalgo,LomasdeChapultepec,0,0,0,1,0,1,0
Vendo Departamento Polanco,"Eugenio Sue , Polanco IV Sección, Miguel Hidalgo",/propiedades/vendo-departamento-polanco-57188647.html,2.0,2.0,155.0,155.0,1,15.6, Miguel Hidalgo,PolancoIVSección,0,0,0,0,1,1,0
Vendo Departamento Lomas de Chapultepec,"Residencial Lomas sierra gorda, Lomas de Chapultepec, Miguel Hidalgo",/propiedades/vendo-departamento-lomas-de-chapultepec-56518039.html,2.0,3.0,360.0,360.0,1,37.6, Miguel Hidalgo,LomasdeChapultepec,1,1,0,0,0,0,0
Venta Departamento Delegacion Cuauhtemoc,"doctor neva 40, Doctores, Cuauhtémoc",/propiedades/venta-departamento-delegacion-cuauhtemoc-56592357.html,2.0,2.0,74.0,78.0,1,2.899466, Cuauhtémoc,Doctores,0,0,0,1,1,0,1
Departamento a Estrenar en Tres Cumbres Santa Fe,"Av. de los Poetas, Cuajimalpa, Cuajimalpa de Morelos",/propiedades/departamento-a-estrenar-en-tres-cumbres-santa-fe-58801203.html,3.0,3.0,190.0,190.0,1,10.45, Cuajimalpa de Morelos,Cuajimalpa,0,1,0,1,0,0,0
Baja de Precio Penthouse Nuevo en Torre Basalto de Cumbres Santa Fe,"Av. de los Poetas 100, Cuajimalpa, 05000, Cuajimalpa de Morelos, México, Cuajimalpa, Cuajimalpa de Morelos",/propiedades/baja-de-precio-penthouse-nuevo-en-torre-basalto-de-58801204.html,3.0,3.0,459.0,459.0,1,25.0, Cuajimalpa de Morelos,Cuajimalpa,0,1,0,1,1,1,1
"Baja de Precio Departamento Nuevo en Tres Cumbres, Santa Fe","Av. de los Poetas, Cuajimalpa, Cuajimalpa de Morelos",/propiedades/baja-de-precio-departamento-nuevo-en-tres-cumbres-58801206.html,2.0,2.0,140.0,140.0,1,7.9, Cuajimalpa de Morelos,Cuajimalpa,1,1,0,0,0,0,0
"Departamento en Venta/ Renta en Reforma Social Entre Polanco y Palmas, Ciudad de México.","Cerrada Tecamachalco 43, Reforma Social, 11650, Miguel Hidalgo, México, Reforma Social, Miguel Hidalgo",/propiedades/departamento-en-venta-renta-en-reforma-social-entre-58801214.html,4.0,3.0,280.0,280.0,1,12.35, Miguel Hidalgo,ReformaSocial,1,1,0,1,1,0,0
"Venta de Departamento, colonia del Valle, alcaldía Benito Juárez, Ciudad de Mèxico","amores, Del Valle, Benito Juárez",/propiedades/venta-de-departamento-colonia-del-valle-alcaldia-58801234.html,2.0,2.0,77.0,77.0,1,4.3, Benito Juárez,DelValle,0,0,1,1,1,0,0
Pre - Venta de Nuevo Departamento 104 Portales Sur,"Belgica, Portales, Benito Juárez",/propiedades/pre-venta-de-nuevo-departamento-104-portales-sur-58801257.html,2.0,1.0,61.0,61.0,1,2.2572, Benito Juárez,Portales,0,0,0,0,0,0,0
Pre - Venta de Nuevo Departamento 101 Portales Sur,"Belgica, Portales, Benito Juárez",/propiedades/pre-venta-de-nuevo-departamento-101-portales-sur-58801262.html,1.0,1.0,54.0,54.0,1,1.9551599999999998, Benito Juárez,Portales,0,0,0,0,0,0,0
Departamento Mexico Tacuba,"Lago Argentina, Tacuba, Miguel Hidalgo",/propiedades/departamento-mexico-tacuba-58801265.html,2.0,1.0,76.0,76.0,1,2.5442150000000003, Miguel Hidalgo,Tacuba,0,0,0,0,0,0,1
Pre - Venta de Nuevo Departamento en Pb4 Portales Sur,"Belgica, Portales, Benito Juárez",/propiedades/pre-venta-de-nuevo-departamento-en-pb4-portales-sur-58801266.html,2.0,1.0,66.0,66.0,1,2.4544200000000003, Benito Juárez,Portales,0,0,0,0,0,0,0
Pre - Venta de Nuevo Departamento en Pb3 Portales Sur,"Belgica, Portales, Benito Juárez",/propiedades/pre-venta-de-nuevo-departamento-en-pb3-portales-sur-58801268.html,1.0,1.0,50.0,50.0,1,1.85516, Benito Juárez,Portales,0,0,0,0,0,0,0
"Departamento en Venta en Ampliación Las Águilas, Álvaro Obregón, Distrito Federal","Ampliación Las Aguilas, Alvaro Obregón",/propiedades/departamento-en-venta-en-ampliacion-las-aguilas-56955019.html,3.0,2.0,114.0,114.0,1,3.5, Alvaro Obregón,AmpliaciónLasAguilas,0,0,0,1,0,0,0
Bonito Departamento - San Pedro de Los Pinos,"San Pedro de los Pinos, Benito Juárez",/propiedades/bonito-departamento-san-pedro-de-los-pinos-57833743.html,2.0,2.0,56.0,56.0,1,2.29, Benito Juárez,SanPedrodelosPinos,0,0,0,0,1,0,0
Maravilloso Departamento - Iztacalco,"Centeno, Granjas México, Iztacalco",/propiedades/maravilloso-departamento-iztacalco-57926175.html,2.0,1.0,60.0,60.0,1,1.48, Iztacalco,GranjasMéxico,0,0,0,1,1,0,0
Departamentos de Lujo en Venta en Roma Norte,"Roma Norte, Cuauhtémoc",/propiedades/departamentos-de-lujo-en-venta-en-roma-norte-58342489.html,1.0,1.0,51.0,51.0,1,3.366, Cuauhtémoc,RomaNorte,0,0,0,0,0,0,0
Venta de Nuevo Departamento Alcaldía Iztacalco,"Coruña, Viaducto Piedad, Iztacalco",/propiedades/venta-de-nuevo-departamento-alcaldia-iztacalco-58801274.html,2.0,1.0,64.0,64.0,1,2.172975, Iztacalco,ViaductoPiedad,0,0,0,0,0,0,1
Venta de Nuevo Departamento Alcaldía Iztacalco,"Coruña, Viaducto Piedad, Iztacalco",/propiedades/venta-de-nuevo-departamento-alcaldia-iztacalco-58801276.html,2.0,1.0,73.0,73.0,1,2.75935, Iztacalco,ViaductoPiedad,0,0,0,0,0,0,1
Venta de Departamento Nuevo Alcaldia Iztacalco,"Coruña, Asturias, Cuauhtémoc",/propiedades/venta-de-departamento-nuevo-alcaldia-iztacalco-58801281.html,2.0,1.0,72.0,72.0,1,2.5866, Cuauhtémoc,Asturias,0,0,0,0,0,0,1
Venta de Nuevo Departamento Alcaldía Iztacalco,"Coruña, Viaducto Piedad, Iztacalco",/propiedades/venta-de-nuevo-departamento-alcaldia-iztacalco-58801287.html,2.0,1.0,81.0,81.0,1,3.0148650000000004, Iztacalco,ViaductoPiedad,0,0,0,0,0,0,1
Venta de Nuevo Departamento Alcaldía Iztacalco,"Coruña, Viaducto Piedad, Iztacalco",/propiedades/venta-de-nuevo-departamento-alcaldia-iztacalco-58801288.html,2.0,1.0,77.0,77.0,1,2.684405, Iztacalco,ViaductoPiedad,0,0,0,0,0,0,1
Venta de Nuevo Departamento Colonia Asturias 302,"asturias, Asturias, Cuauhtémoc",/propiedades/venta-de-nuevo-departamento-colonia-asturias-302-58801290.html,2.0,1.0,78.0,78.0,1,2.808655, Cuauhtémoc,Asturias,0,0,0,1,0,0,1
Departamento en Venta Colonia Asturias 202,"asturias, Asturias, Cuauhtémoc",/propiedades/departamento-en-venta-colonia-asturias-202-58801292.html,2.0,1.0,78.0,78.0,1,2.7228849999999998, Cuauhtémoc,Asturias,0,0,0,1,0,0,1
Departamento en Venta Col. Asturias Pb2,"Asturias, Asturias, Cuauhtémoc",/propiedades/departamento-en-venta-col.-asturias-pb2-58801294.html,2.0,1.0,49.0,49.0,1,1.765, Cuauhtémoc,Asturias,0,0,0,0,0,0,1
Departamento Escandon I - Miguel Hidalgo,"jose marti, Escandón, Miguel Hidalgo",/propiedades/departamento-escandon-i-miguel-hidalgo-58801306.html,2.0,1.0,110.0,110.0,1,3.974765, Miguel Hidalgo,Escandón,0,0,0,0,0,1,0
Departamento Portales Sur,"Alambra, Portales, Benito Juárez",/propiedades/departamento-portales-sur-58801307.html,2.0,1.0,62.0,62.0,1,2.2572, Benito Juárez,Portales,0,0,0,0,0,0,1
Departamento Portales Sur,"Filipinas, Portales, Benito Juárez",/propiedades/departamento-portales-sur-58801308.html,1.0,1.0,67.0,67.0,1,2.4544200000000003, Benito Juárez,Portales,0,0,0,0,0,0,1
Departamento Asturias - Cuauhtemoc,"Gumersindo, Asturias, Cuauhtémoc",/propiedades/departamento-asturias-cuauhtemoc-58801310.html,1.0,1.0,75.0,75.0,1,2.7602700000000002, Cuauhtémoc,Asturias,0,0,0,1,0,0,1
Departamento Asturias - Cuauhtemoc,"Gumersindo, Asturias, Cuauhtémoc",/propiedades/departamento-asturias-cuauhtemoc-58801311.html,2.0,1.0,78.0,78.0,1,2.7228849999999998, Cuauhtémoc,Asturias,0,0,0,1,0,0,1
Condominio Asturias - Cuauhtemoc,"Gumersindo, Asturias, Cuauhtémoc",/propiedades/condominio-asturias-cuauhtemoc-58801314.html,2.0,1.0,49.0,49.0,1,1.765, Cuauhtémoc,Asturias,0,0,0,1,0,0,1
Departamento Viaducto Piedad - Iztacalco,"sur 67, Viaducto Piedad, Iztacalco",/propiedades/departamento-viaducto-piedad-iztacalco-58801317.html,2.0,1.0,82.0,82.0,1,3.0148650000000004, Iztacalco,ViaductoPiedad,0,0,0,0,0,0,1
Departamento Viaducto Piedad - Iztacalco,"sur 67, Viaducto Piedad, Iztacalco",/propiedades/departamento-viaducto-piedad-iztacalco-58801318.html,2.0,1.0,72.0,72.0,1,2.5866, Iztacalco,ViaductoPiedad,0,0,0,0,0,0,1
Garden House Asturias - Cuauhtemoc,"Marcos Carrillo, Asturias, Cuauhtémoc",/propiedades/garden-house-asturias-cuauhtemoc-58801322.html,2.0,1.0,80.0,80.0,1,2.710075, Cuauhtémoc,Asturias,0,0,0,0,0,0,1
Departamento Col. Portales Sur,"Antillas, Portales, Benito Juárez",/propiedades/departamento-col.-portales-sur-58801327.html,1.0,1.0,50.0,50.0,1,1.85516, Benito Juárez,Portales,0,0,0,0,0,0,1
Se Vende Departamento en Jardin Balbuena,"Avenida Morelos 697, Jardín Balbuena, 15900, Venustiano Carranza, México, Jardín Balbuena, Venustiano Carranza",/propiedades/se-vende-departamento-en-jardin-balbuena-58801127.html,2.0,1.0,64.0,64.0,1,1.495, Venustiano Carranza,JardínBalbuena,0,0,0,0,1,0,0
Departamento en Venta en El Toreo / Miguel Hidalgo (Distrito Federal),"Argentina Poniente, Miguel Hidalgo",/propiedades/departamento-en-venta-en-el-toreo-miguel-hidalgo-57201915.html,2.0,1.0,60.0,60.0,1,1.48, Miguel Hidalgo,ArgentinaPoniente,1,0,0,0,1,0,1
"Departamento en Venta en Santa Cruz Atoyac, Benito Juárez, Distrito Federal","Santa Cruz Atoyac, Benito Juárez",/propiedades/departamento-en-venta-en-santa-cruz-atoyac-benito-58195032.html,2.0,2.0,91.0,91.0,1,4.5, Benito Juárez,SantaCruzAtoyac,0,1,0,1,0,1,0
"En Hermoso Condominio a Una Cuadra de La Picacho Ajusco, Impecable.","ENCINOS 65 TORRE C, Héroes de Padierna, Tlalpan",/propiedades/en-hermoso-condominio-a-una-cuadra-de-la-picacho-58678431.html,2.0,2.0,88.0,88.0,1,2.1, Tlalpan,HéroesdePadierna,0,0,0,1,1,0,0
En Excelentes Condiciones y Privilegiada Ubicación Muy Cerca de Calz. de Tlalpan,"PALERMO, Américas Unidas, Benito Juárez",/propiedades/en-excelentes-condiciones-y-privilegiada-ubicacion-muy-58684162.html,2.0,1.0,65.0,65.0,1,2.3, Benito Juárez,AméricasUnidas,0,0,0,1,1,0,1
Departamento con Patio Privado en Venta en Colonia Carola,"Carola, Alvaro Obregón",/propiedades/departamento-con-patio-privado-en-venta-en-colonia-58082811.html,3.0,3.0,122.0,122.0,1,3.9975, Alvaro Obregón,Carola,1,0,1,1,0,0,1
Departamento en Torre Hares con Hermosa Vista y 2 Cajones de Estacionamiento,"Anahuac, Miguel Hidalgo",/propiedades/departamento-en-torre-hares-con-hermosa-vista-y-2-58112787.html,2.0,2.0,91.0,91.0,1,4.895, Miguel Hidalgo,Anahuac,1,1,0,1,0,1,0
De Revista! Excelentes Espacios E Inigualable Ubicación.,"SAN JOSÉ INSURGENTES, San José Insurgentes, Benito Juárez",/propiedades/de-revista!-excelentes-espacios-e-inigualable-58683928.html,3.0,3.0,176.0,176.0,1,9.9, Benito Juárez,SanJoséInsurgentes,0,0,0,1,1,1,1
Departamento de Lujo en Venta en La Colonia Portales,"Av. Popocatepet  1  , Portales Sur , 03300 Benito Juárez, Ciudad de México, México, Portales, Benito Juárez",/propiedades/departamento-de-lujo-en-venta-en-la-colonia-portales-58801156.html,3.0,2.0,78.0,78.0,1,3.99, Benito Juárez,Portales,1,1,1,1,0,1,0
"Departamento en Venta en Portales Norte, Cdmx","Víctor Hugo, Portales, Benito Juárez",/propiedades/departamento-en-venta-en-portales-norte-cdmx-58801220.html,1.0,1.0,63.0,63.0,1,2.8, Benito Juárez,Portales,0,0,0,0,0,0,0
"Pent House en Venta, Colonia Juarez","Juárez, Cuauhtémoc",/propiedades/pent-house-en-venta-colonia-juarez-55630858.html,4.0,4.0,190.0,190.0,1,8.0, Cuauhtémoc,Juárez,0,0,0,1,0,1,0
"Pent House en Venta, Polanco, Arquimedes","Polanco, Miguel Hidalgo",/propiedades/pent-house-en-venta-polanco-arquimedes-57117600.html,2.0,2.0,155.0,155.0,1,11.8, Miguel Hidalgo,Polanco,0,1,0,1,0,1,1
Elegante y Espacioso Departamento en Bosques,"Bosques de las Lomas, Cuajimalpa de Morelos",/propiedades/elegante-y-espacioso-departamento-en-bosques-57589350.html,4.0,4.0,380.0,380.0,1,16.0, Cuajimalpa de Morelos,BosquesdelasLomas,1,1,0,1,0,0,0
"Departamento en Venta, Colonia Hipódromo","Hipódromo, Cuauhtémoc",/propiedades/departamento-en-venta-colonia-hipodromo-57924798.html,2.0,2.0,107.0,107.0,1,6.0, Cuauhtémoc,Hipódromo,0,0,0,1,0,0,0
"Departamento en Venta $3?349,000 Torres Mixcoac","Lomas de Plateros, Alvaro Obregón",/propiedades/departamento-en-venta-$3-349-000-torres-mixcoac-58641486.html,3.0,3.0,100.0,100.0,1,3.3489999999999998, Alvaro Obregón,LomasdePlateros,0,0,0,1,1,0,0
"Departamento en Venta $7?499,000 del Valle Norte","8 de Agosto, Benito Juárez",/propiedades/departamento-en-venta-$7-499-000-del-valle-norte-58641488.html,3.0,4.0,163.0,163.0,1,7.499, Benito Juárez,8deAgosto,0,0,0,1,1,0,0
Se Vende Excelente Opción de Departamento de 3 Recámaras en Condominio Infiniti Santa Fe,"Santa Fe, Alvaro Obregón",/propiedades/se-vende-excelente-opcion-de-departamento-de-3-58713250.html,3.0,3.0,148.0,148.0,1,7.5, Alvaro Obregón,SantaFe,1,0,0,1,0,0,1
"Oportunidad. Depto en San Pedro de Los Pinos. Alvaro Obregon. $1, 700,000","San Pedro de los Pinos, Alvaro Obregón",/propiedades/oportunidad.-depto-en-san-pedro-de-los-pinos.-alvaro-58373926.html,2.0,1.0,57.0,57.0,1,1.7, Alvaro Obregón,SanPedrodelosPinos,0,0,0,1,1,0,0
Bellos Deptos en Amores. Alcaldía Benito Juárez. Cdmx.,"Del Valle, Benito Juárez",/propiedades/bellos-deptos-en-amores.-alcaldia-benito-juarez.-cdmx.-58417184.html,3.0,2.0,107.0,107.0,1,4.8, Benito Juárez,DelValle,0,0,0,1,1,0,0
"Hermoso Departamento. Excelente Ubicación, Tacubaya Miguel Hidalgo $1, 600,000","Tacubaya, Miguel Hidalgo",/propiedades/hermoso-departamento.-excelente-ubicacion-tacubaya-58641034.html,2.0,1.0,62.0,62.0,1,1.6, Miguel Hidalgo,Tacubaya,0,0,0,1,1,0,0
"Departamento, Delegacion Cuahtemoc, Cerca del Centro Medico Siglo 21.","EJE 3  SUR #85, Doctores, Cuauhtémoc",/propiedades/departamento-delegacion-cuahtemoc-cerca-del-centro-58700790.html,2.0,1.0,50.0,61.0,1,1.325, Cuauhtémoc,Doctores,0,0,0,0,0,0,0
Departamento en Residencial Hir San Angel,"Amplio y Luminoso Departamento Tres Recámaras, Olivar de los Padres, Alvaro Obregón",/propiedades/departamento-en-residencial-hir-san-angel-58800112.html,3.0,2.0,105.0,105.0,1,4.5, Alvaro Obregón,OlivardelosPadres,1,0,0,1,0,0,1
Departamento en Venta Polanco con Terraza,"Polanco, Miguel Hidalgo",/propiedades/departamento-en-venta-polanco-con-terraza-50279418.html,3.0,3.0,230.0,260.0,1,20.5, Miguel Hidalgo,Polanco,0,0,0,1,1,0,1
Vendo Departamento con Terraza en Bosques de Las Lomas,"Loma de la Palma , Bosques de las Lomas, Cuajimalpa de Morelos",/propiedades/vendo-departamento-con-terraza-en-bosques-de-las-lomas-55426775.html,3.0,3.0,348.0,390.0,1,15.8, Cuajimalpa de Morelos,BosquesdelasLomas,1,1,0,1,0,1,1
Vento Departamento en Moderno Edificio a 1 Paso del Pantalon.,"Paseo de los Tamarindos, Bosques de las Lomas, Cuajimalpa de Morelos",/propiedades/vento-departamento-en-moderno-edificio-a-1-paso-del-55479624.html,3.0,3.0,330.0,380.0,1,29.0, Cuajimalpa de Morelos,BosquesdelasLomas,1,1,0,1,0,1,1
Pent House - Venta,"C MIGUEL LAURENT, Tlacoquemecatl, Benito Juárez",/propiedades/pent-house-venta-58702722.html,3.0,4.0,331.0,331.0,1,7.8, Benito Juárez,Tlacoquemecatl,1,0,0,1,0,0,0
Departamento en Venta en Mirador Polanco,"Ampliación Granada, Miguel Hidalgo",/propiedades/departamento-en-venta-en-mirador-polanco-58800605.html,2.0,2.0,102.0,102.0,1,5.95, Miguel Hidalgo,AmpliaciónGranada,1,0,0,1,0,1,0
Maravilloso Departamento en Excelente Ubicación.,"Av. Colonia del Valle #621, Tlacoquemecatl, Benito Juárez",/propiedades/maravilloso-departamento-en-excelente-ubicacion.-57657552.html,2.0,2.0,117.0,117.0,1,5.19, Benito Juárez,Tlacoquemecatl,0,0,0,1,1,0,0
"Departamentos en Venta en Ex - Hacienda Coapa, Coyoacán","Av. El Bordo, Ex-Hacienda Coapa, Coyoacán",/propiedades/departamentos-en-venta-en-ex-hacienda-coapa-58748794.html,3.0,2.0,117.0,117.0,1,4.830439, Coyoacán,Ex-HaciendaCoapa,1,1,1,1,0,1,1
Departamento Nuevo y Hermoso,"Moctezuma, Venustiano Carranza",/propiedades/departamento-nuevo-y-hermoso-57429450.html,2.0,2.0,85.0,85.0,1,2.125, Venustiano Carranza,Moctezuma,0,0,0,1,0,0,0
Departamento en Renta Olivar de Los Padres,"Av de las torres 805, Olivar de los Padres, Alvaro Obregón",/propiedades/departamento-en-renta-olivar-de-los-padres-58701379.html,2.0,2.0,78.0,78.0,1,3.75, Alvaro Obregón,OlivardelosPadres,1,1,1,1,0,0,0
Increíble Departamento Remodelado en Av Plutarco Elias Calles,"Av. Pte Plutarco Elias Calles 1795, Portales, Benito Juárez",/propiedades/increible-departamento-remodelado-en-av-plutarco-elias-58154235.html,2.0,1.0,70.0,70.0,1,1.75, Benito Juárez,Portales,0,0,0,1,0,0,0
Venta Departamento en Condominio en Guadalupe Inn,"Guadalupe Inn, Alvaro Obregón",/propiedades/venta-departamento-en-condominio-en-guadalupe-inn-58554819.html,2.0,2.0,136.0,136.0,1,4.25, Alvaro Obregón,GuadalupeInn,0,0,0,1,0,1,0
Departamento en Renta Polanco,"Ariosto 12, Polanco, Miguel Hidalgo",/propiedades/departamento-en-renta-polanco-58696757.html,2.0,2.0,120.0,120.0,1,17.6, Miguel Hidalgo,Polanco,0,0,0,1,0,1,1
Amplio E Iluminado Departamento en Col. Nápoles,"Napoles, Benito Juárez",/propiedades/amplio-e-iluminado-departamento-en-col.-napoles-56808225.html,2.0,2.0,78.0,78.0,1,4.25, Benito Juárez,Napoles,0,0,0,1,0,0,0
Departamento en Venta en Bosques de Las Lomas,"Cidros, Bosques de las Lomas, Cuajimalpa de Morelos",/propiedades/departamento-en-venta-en-bosques-de-las-lomas-58802446.html,3.0,3.0,311.0,311.0,1,14.29, Cuajimalpa de Morelos,BosquesdelasLomas,1,1,0,1,0,0,0
Departamento en Venta Ubicado en City Towers Green,"Santa Cruz Atoyac, Benito Juárez",/propiedades/departamento-en-venta-ubicado-en-city-towers-green-57076443.html,2.0,2.0,91.0,91.0,1,4.5, Benito Juárez,SantaCruzAtoyac,0,1,0,1,0,1,0
Pre - Venta de Nuevo Departamento en Pb1 Portales Sur,"Belgica, Portales, Benito Juárez",/propiedades/pre-venta-de-nuevo-departamento-en-pb1-portales-sur-58801269.html,1.0,1.0,45.0,45.0,1,1.6663, Benito Juárez,Portales,0,0,0,0,0,0,0
Se Vende Departamento Nuevo con Roof Garden en Colonia Acacias,"Calle 2, Acacias, Benito Juárez",/propiedades/se-vende-departamento-nuevo-con-roof-garden-en-colonia-58801465.html,2.0,2.0,196.0,196.0,1,6.6847, Benito Juárez,Acacias,0,0,0,0,0,0,1
Pre - Venta de Nuevo Departamento 103 Portales Sur,"Belgica, Portales, Benito Juárez",/propiedades/pre-venta-de-nuevo-departamento-103-portales-sur-58801259.html,1.0,1.0,50.0,50.0,1,1.85516, Benito Juárez,Portales,0,0,0,0,0,0,0
Pre - Venta de Nuevo Departamento 102 Portales Sur,"Belgica, Portales, Benito Juárez",/propiedades/pre-venta-de-nuevo-departamento-102-portales-sur-58801261.html,1.0,1.0,50.0,50.0,1,1.85516, Benito Juárez,Portales,0,0,0,0,0,0,0
