name,location,description,link,price,operation,rooms,bathrooms,construction (m2),terrain (m2),estacionamientos
Departamento en Preventa Insurgentes Mixcoac Campana 25,"Insurgentes Mixcoac, Benito Juárez","Urban Campana se erige en una de las zonas con mayor valor histórico y de acervo cultural de nuestra ciudad, a unos metros de la plaza Jauregui, en el corazón de Mixcoac. Un proyecto que busca satisfacer tus necesidades, y superar la expectativa de la experiencia de una vida en este remanso de tranquilidad justo en el centro de una urbe como lo es la Ciudad de México, un lugar ideal para ti y tu familia. Urban Campana ofrece 36 unidades con diferentes distribuciones bajo una misma tipología arquitectónica que se adapta a tus requerimientos. Preventa de departamentos de 67 a 145m2 con 2 a 3 habitaciones, 2 baños completos ó 2 baños completos y 1 medio baño, sala comedor y cocinas integradas. Cuarto de lavado. 1 a 2 lugares de estacionamiento. -Terraza. -Bodega. Escuelas Cercanas: Colegio Williams Campus Mixcoac, Montessori de San José Insurgentes, Colegio Avante. Avenidas Principales: Rio Mixcoac, Insurgentes Sur, Rio becerra, Anillo Periférico. Entrega Aproximada: Abril 2023",/propiedades/departamento-en-preventa-insurgentes-mixcoac-campana-62532585.html,"MN 3,919,900",venta,,,,,
"Departamento en Venta en Plaza Carso: Espectacular, en La Torre V. I. P.","Ampliación Granada, Miguel Hidalgo","Increible departamentro nuevo en la exclusiva torre V. I. P. De plaza carso. 220 M2. 2 recamaras con posibilidad de 3. Cada una con baño completo Y vestidor. Baño de visitas. Linda cocina importada de italia. Area de lavado. Cuarto de servicio. Amplias estancias. Espectaculares vistas al museo soumaya. Acabados de super lujo: porcelanatos italianos, luces lutron con domotica, persianas de poana negras automaticas con domotica, piso de madera aleman laminado. Enormes cristaleras en todas las estancias. Aire acondicionado. 4 cajones de estacionamiento. Completo conjunto de amenidades. Vigilancia 24 horas. Estacionamiento para visitas. Perfecta ubicacion.",/propiedades/departamento-en-venta-en-plaza-carso:-espectacular-en-64102373.html,"MN 22,400,000",venta,,,,,
"Venta Departamento, Bosques de Las Lomas","Bosques de las Lomas, Cuajimalpa de Morelos","Moderno departamento 100% reconstruido y remodelado, con mucha luz y excelente temperatura. Dos departamentos por piso. Acabados de primera calidad: pisos de madera y Porcelanato, baños y cocina con cubiertas de granito importado, calefacción y doble vidrio en las recámaras ayudan a mantener la temperatura óptima. Gran área de sala-comedor. El family-tv room puede ser aislado mediante una puerta plegable al igual que el área de recámaras que es aislada mediante una puerta que las separa del área social. Las tres recámaras son de generosas dimensiones. El edificio cuenta con agradable jardín con juegos infantiles, alberca, salón de eventos con explanada y cancha de tenis. Ubicación a unos metros de Arcos Bosques y 5 min. De Santa Fe. Ven y conócelo!!. EasyBroker id: eb-kh4840",/propiedades/venta-departamento-bosques-de-las-lomas-63956758.html,"MN 12,950,000",venta,,,,,
Pent House de 126 m&sup2; Totales con Roof Privado de 35 m&sup2; Al Mejor Precio,"Del Valle Norte, Benito Juárez","Es un desarrollo de 2 torres con 4 niveles que ofrece seguridad y confianza, lugar para poder descansar y vivir lo más cómodamente posible. Cuenta con 30 departamentos con terrazas, 12 Roof Garden privados y 2 Roof Garden común, estacionamiento privado, 2 elevadores. Ubicado en uno de los corredores urbanos más importantes de la Ciudad de México, además de brindar la máxima calidad en sus diseños y acabados, su ubicación ofrece a tu familia áreas como parques donde pueden convivir, además existen cerca del desarrollo tiendas de autoservicio, restaurantes, entre otros. El departamento cuenta con 87m2 más balcón, más bodega y 35 m2 de roof privado con acceso directo: - Sala comedor de buen tamaño. - Cocina semiabierta con barra de mármol y área de lavado ventilado. - 2 recámaras, la principal con balcón y baño completo. - 2 baños completos con acabados en mármol y cancel de cristal templado. - 1 cajón de estacionamiento. Todo el piso de mármol y carpintería en nogal. Interesados contactar en dia Y horario abierto",/propiedades/pent-house-de-126-m-sup2--totales-con-roof-privado-de-63771497.html,"MN 5,790,000",venta,,,,,
Plaza Carso Torre 3 Recamaras,"Ampliación Granada, Miguel Hidalgo","Muy exclusivo ubicado en Plaza Carso, Torre Monet, inmediato a Polanco, Periférico, Ejercito Nacional, Circuito Interior, Lomas de Chapultepec, los mejores Centros Comerciales y Corporativos, Estilo Contemporáneo y Minimalista, impecable, precioso departamento, excelente distribución finos acabados en madera, mármol, granito y cerámico, cocina integral abierta con barra de granito, muy iluminado, hermosa vista, enorme área social abierta, 03 recamaras, 02 baños, 02 estacionamientos, closets empotrados, en la recamara principal precioso y amplio vestidor, Cuarto de Lavado. Amenidades: alberca, gimnasio, salón de eventos, ludoteca, canchas de tenis, jardin, sala de juntas, Acceso directo a Plaza Carso. Vigilancia estricta las 24 horas. Cerca de Antara, supermercados, cines, las mejores tiendas y restaurantes. Todo! Véalo!! El mantenimiento es de $3850. Excelente zona, céntrica y con acceso a múltiples servicios, comercios, entretenimiento y vías rápidas, acceso controlado. Excelente ubicación inmediato al restaurantes con acceso a múltiples servicios, comercios y lugares públicos, así como a una gran oferta cultural, caminando o en auto. Todos los servicios a la mano. A menos de 10 minutos (caminando): cafés, teatros, cines, club deportivo, farmacias, restaurante/bar, bancos, gasolinera, vigilancia, spa, salones y peluquerías, regalos, agencias automotrices, etc. Cerca de Corporativos, las mejores escuelas y Universidades. Una de las zonas con mayor tradición, historia y plusvalía de la Ciudad de México, segura, y con excelentes opciones para pasear y disfrutar con la familia o amigos.",/propiedades/plaza-carso-torre-3-recamaras-53715233.html,"MN 35,000",venta,,,,,
Departamento en Venta en Bosques de Las Lomas (Tecamachalco),"Bosques de las Lomas, Cuajimalpa de Morelos","Espectacular departamento en Residencial Gardenias muy iluminado con acabados de lujo y una excelente vista panorámica. Muy amplios espacios y muy buena ubicación. Consta de tres recámaras con vestidor y baño. 285m2. Estancia con muy buen espacio y closets empotrados. Tiene tres baños y medio y tres estacionamientos. Tiene oficina, family cocina integral lavandería cuarto de servicio con baño completo. El edificio cuneta con tres torres y Valet Parking para visitas. Áreas comunes: spa recién remodelado. Ludoteca. Gym. Alberca techada. Asadores. Salón de Fiestas. Cancha de squash. Mantenimiento $10, 400, 00 pesos al mes. EasyBroker id: eb-jo7277",/propiedades/departamento-en-venta-en-bosques-de-las-lomas-63448438.html,"MN 12,800,000",venta,,,,,
"Baja Precio de Venta Departamento en Residencial Soleil, Santa Fe (Gr)","Santa Fe Cuajimalpa, Cuajimalpa de Morelos","¡baja precio de $9'300, 000 A $8'950, 000 mn! Santa Fe, departamento a la venta en Residencial Soleil, Javier Barros Sierra (gr). Excelente estado de conservación, muy Iluminado con vista agradable. Cuenta con 190 mts. , estancia amplia, cocina, 3 recámaras, sala de t. v. , cuarto de servicio y área de lavado, mantenimiento $$5848 mn. , 2 lugares de estacionamiento, seguridad privada, elevador, Áreas comunes: jardines con juegos infantiles, cancha de paddel, jardín de mascotas, alberca, salón de fiestas, gimnasio y salón de adultos. _____________________________________________________codigo de referencia dapVer datos Las medidas son ilustrativas y deben de corroborarse con los títulos de propiedad respectivos y/o las boletas predial. Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria y los propietarios de los inmuebles. La publicación de la presente información no representa una oferta pública por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/baja-precio-de-venta-departamento-en-residencial-64402736.html,"MN 8,950,000",venta,,,,,
En Exclusiva Departamento en Bosque de Las Lomas Baja Precio de Venta (Dm),"Bosques de las Lomas, Cuajimalpa de Morelos","Baja precio de $12'800, 000 A $12'400, 000 pesos! en exclusiva Bosque de las lomas departamento a la venta en Bosque de Cidros (dm). Cuenta con 315 mts sala, comedor, family room, baño de visita, cocina de granito, con despensa muy amplia, 2 recamaras con baño y vestidor, la principal muy amplia con acabados de lujo, mantenimiento $11, 000, area de lavado y cuarto de servicio con baño, 3 lugares de estacionamiento y una bodega, el estacionamiento esta en el mismo piso del departamento, se aceptan mascotas, elevador. Areas Comunes: alberca gimnasio, salon de fiestas, jardin. _____________________________________________________codigo de referencia dapVer datos Las medidas son ilustrativas y deben de corroborarse con los títulos de propiedad respectivos y/o las boletas predial. Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria y los propietarios de los inmuebles. La publicación de la presente información no representa una oferta pública por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/en-exclusiva-departamento-en-bosque-de-las-lomas-baja-64251273.html,"MN 12,400,000",venta,,,,,
Departamento en Venta en Grand Santa Fe,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos","Hermosos departamte ubicado en una de las zonas más exclusivas de Santa Fe. -3 recámaras. -3 y medio baños. -Sala, comedor. -Cocina totalmente renovada con equipo y mobiliario nuevo y amplia despensa. -Cuarto de servicio con baño completo. -Cuarto de lavado. -3 lugares de estacionamiento. -Amenities de la torre: gimnasio, alberca, spa, jardín para niños, ludoteca, salón para adultos, salón de fiestas. -A unos pasos del parque La Mexicana. -Totalmente remodelado: pisos de madera de ingeniería en todo el departamento, piso de cerámica apariencia madera en cocina, iluminacion, muros y techos. EasyBroker id: eb-ko5695",/propiedades/departamento-en-venta-en-grand-santa-fe-64211172.html,"MN 15,225,000",venta,,,,,
Gran Departamento con Excelente Iluminación Listo Para Estrenar,"Portales Oriente, Benito Juárez","Republicas privada. Republicas está situado en Benito Juárez, en el corazón de una área que prospera día con día y dota a sus habitantes de una gran calidad de vida. Es el lugar ideal para cualquier persona que busque un espacio de relajación donde también pueda divertirse. Con más de 2 unidades disponibles, los residentes pueden elegir entre varios espacios diseñados con las últimas tendencias, habitaciones que se ajustan a las necesidades de cada familia. Republicas ofrece viviendas con 2 Recámaras habitaciones que podrás distribuir como desees para tu mayor comodidad. Aunado a ello, cualquier habitación, ya sea dormitorio, sala o comedor, se convertirá en tu favorita por la fascinante vista de Benito Juárez que tendrás. Una forma alternativa y única de disfrutar de la tranquilidad de tu hogar. Una vez que te hayas decidido por Republicas ten la seguridad de que los acabados de paredes, pisos y techos serán de la mejor calidad, ya que todos están respaldados por estudios arquitectónicos especializados. Republicas sabe lo importante que es cada parte de tu nuevo hogar por ello la sala de estar, cocina, comedor, dormitorios y baños tendrán un toque especial, todo con tal de garantizar una experiencia de vida completa. Cuenta con. Sala comedor. 2 Recamaras. 2 Baños. 1 Cajón de estacionamiento. Seguridad 24 hrs. portón eléctrico. mascotas pequeñas. interesados contactar en dia Y horario abierto",/propiedades/gran-departamento-con-excelente-iluminacion-listo-para-64248822.html,"MN 3,850,000",venta,,,,,
Departamento Amueblado Excelente Ubicación Condesa,"Condesa, Cuauhtémoc","Departamento en Edificio Art Decó, amueblado y equipado, Excelente ubicación en la Mejor Zona de la Colonia Condesa. Se ubica en la planta baja, mide 89 m2. Consta de: sala, comedor, cocina integral, terraza, 2 recamaras, 2 baños completos, roof garden compartido, 1 estacionamiento cubierto y elevador. Mantenimiento incluido.",/propiedades/departamento-amueblado-excelente-ubicacion-condesa-63206598.html,"MN 5,000,000",venta,,,,,
Lujoso Garden House Aristoteles Polanco,"Polanco, Miguel Hidalgo","En venta increible garden house con Diseño minimalista. Doble Terraza y Roof Garden común equipado con jacuzzi asadores y kids area. precio $22, 500, 000El edificio es estilo hotel boutique Diseñado por Grupo Arquitectura a cargo de Arq Daniel AlvarezSwNdZfpb•172m2 habitables y 62m2 de terrazas• Hermosa Estancia con piso de madera de ingeniería y concreto aparente. Acceso a terraza exterior. •2 habitaciones interiores la principal con amplio vestidor y baño completo con canceleria de vidrio templado. Recámara secundaria con amplio closet. Ambas con acceso directo a terraza posterior. • Cocina abierta con barra desayunador en granito Ebony Crystal Leather finish, luz indirecta en gabinetes, cierre lento en bisagras de alta calidad alemana y carpinterías de alta calidad. Incluye Electrodomésticos. •Cuarto de servicio con baño completo •Cuarto de lavado con instalaciones y Centro de lavado incluido. • Sistema de sonido bosé en todo el departamento • Persianas incluidas. •2 lugares de estacionamiento techado ubicado en sótano 1, uno a un lado del otro. No se estorban entre sí. •Bodega en sotano nivel estacionamiento •gym en pb equipado con terraza y salones de masajes•Vigilancia 24/7 con cctv en exteriores e interiores de áreas comunes. •Lobby con accesos controlados•ElevadoresEncuentra más propiedades en Pulppo. com",/propiedades/lujoso-garden-house-aristoteles-polanco-63767134.html,"MN 22,500,000",venta,,,,,
Departamento en Napoles,"Nápoles, Benito Juárez","Hermoso departamento en Venta en la Colonia Nápoles, se entrego hace un año cuenta con todos los servicios pagados, cerca de parques. Balcón en recamara y Sala comedor, 2 recamaras, 2 baños, 2 estacionamientos y elevador con seguridad 24hrs. Closets y Vestidor. Ubicado en el segundo piso. Es una de las zonas con mayor crecimiento comercial y empresarial de la Ciudad, dentro de la alcaldía Benito Juárez en la Colonia Nápoles, sigue conservando la esencia de sus inicios: un espacio tranquilo, confortable y lleno de opciones gastronómicas. Además, la excelente ubicación y conectividad con avenidas como Insurgentes, Viaducto y Patriotismo te permiten trasladarte como más te convenga.",/propiedades/departamento-en-napoles-64480962.html,"MN 4,600,000",venta,,,,,
Pent House Exterior con Amplio Roof Privado con Acceso Directo,"Portales Oriente, Benito Juárez","Republicas privada. Republicas está situado en Benito Juárez, en el corazón de una área que prospera día con día y dota a sus habitantes de una gran calidad de vida. Es el lugar ideal para cualquier persona que busque un espacio de relajación donde también pueda divertirse. Con más de 2 unidades disponibles, los residentes pueden elegir entre varios espacios diseñados con las últimas tendencias, habitaciones que se ajustan a las necesidades de cada familia. Republicas ofrece viviendas con 2 Recámaras habitaciones que podrás distribuir como desees para tu mayor comodidad. Aunado a ello, cualquier habitación, ya sea dormitorio, sala o comedor, se convertirá en tu favorita por la fascinante vista de Benito Juárez que tendrás. Una forma alternativa y única de disfrutar de la tranquilidad de tu hogar. Una vez que te hayas decidido por Republicas ten la seguridad de que los acabados de paredes, pisos y techos serán de la mejor calidad, ya que todos están respaldados por estudios arquitectónicos especializados. Republicas sabe lo importante que es cada parte de tu nuevo hogar por ello la sala de estar, cocina, comedor, dormitorios y baños tendrán un toque especial, todo con tal de garantizar una experiencia de vida completa. Cuenta con. Sala comedor. 2 Recamaras. 2 Baños. 1 Cajón de estacionamiento. Seguridad 24 hrs. portón eléctrico. mascotas pequeñas. interesados contactar en dia Y horario abierto",/propiedades/pent-house-exterior-con-amplio-roof-privado-con-acceso-64249607.html,"MN 5,150,000",venta,,,,,
