name,location,description,link,price,operation,rooms,bathrooms,construction (m2),terrain (m2),estacionamientos,toilets,age
Plaza Carso 3 Recamaras con Cuarto de Servicio,"Ampliación Granada, Miguel Hidalgo","Muy exclusivo ubicado en Residencial Plaza Carso, de Lujo, Hermoso Departamento con una superficie de 170 metros, de Super Lujo, inmediato a Polanco, Antara, Periférico, Ejercito Nacional, Río San Joaquin, Reforma, Circuito Interior, Lomas de Chapultepec, los mejores Centros Comerciales y Corporativos, Estilo Contemporáneo, impecable, precioso departamento, excelente orientación, muy iluminado, lleno de luz, acabados de super lujo, mármol, granito y cerámica, fina carpinteria italiana, cuenta con amplia estancia, cocina integral con barra de granito abierta, muy iluminado, hermosa vista panoramica, 03 recamaras, 03 1/2 baños, Sala de television o estudio, 02 estacionamientos, closets empotrados, Cuarto de Servicio con baño integrado, Cuarto de Lavado. Amenidades: Alberca, Gimnasio, salón de fiestas, ludoteca. Estricta Vigilancia 24 horas. Cerca de supermercados, cines, las mejores tiendas y restaurantes. Excelente zona, céntrica y con acceso a múltiples servicios, comercios, entretenimiento y vías rápidas, acceso controlado. Excelente ubicación inmediato al restaurantes con acceso a múltiples servicios, comercios y lugares públicos, asi como a una gran oferta cultural, caminando o en auto. Todos los servicios a la mano. A menos de 10 minutos (caminando): cafés, teatros, cines, club deportivo, farmacias, restaurante/bar, bancos, gasolinera, vigilancia, spa, salones y peluquerías, regalos, agencias automotrices, etc. Cerca de Corporativos, las mejores escuelas y Universidades. Una de las zonas con mayor tradición, historia y plusvalía de la Ciudad de México, segura, y con excelentes opciones para pasear y disfrutar con la familia o amigos.",/propiedades/plaza-carso-3-recamaras-con-cuarto-de-servicio-54186989.html,"MN 40,000",venta,3.0,3.0,170.0,170.0,2.0,1.0,
Departamento en Venta Acacias,"Acacias, Benito Juárez","Departamento remodelado en venta - acaciasel departamento consta de: -3 recámaras (principal con baño, walking clóset y balcón) -2 baños completos-2 estacionamientos-Sala-Comedor-Balcón-Cocina-Cuarto de servicio con baño completoEl departamento es exterior por lo que cuenta con iluminación natural Ubicado en una de las colonias más tranquilas del sur en la cdmx, junto al Parque Acacias, ideal para dueños con mascotas y niños. Cercano a farmacias, escuelas como el Simón Bolivar y Miguel Ángel, plazas como Patio Universidad y Plaza Coyoacán. Conecta con Insurgentes Sur y Rio ChurubuscoOfrece servicios profesionales especializados de corretaje inmobiliario, satisfaciendo al máximo las necesidades de nuestros clientes, respetando nuestros valores, y brindando a nuestros colaboradores, proveedores e inversionistas el mayor beneficio.",/propiedades/departamento-en-venta-acacias-64371334.html,"MN 7,400,000",venta,3.0,3.0,146.0,156.0,2.0,,
Venta o Renta Departamento Para Estrenar The Point Santa Fe,"Santa Fe Centro, Alvaro Obregón","Estrena este acogedor departamento, listo para habitar, totalmente amueblado! Tiene electrodomésticos,! Son 76 m, muy bien distribuidos! Cuenta con 1 recámara con vestidor y baño, medio baño de visitas, sala comedor, , cocineta, lavandería, la sala tiene sofá cama! Balcón! Abajo hay un centro comercial, muy cerca de la Universidad Ibero, enfrente de Sams! Excelente ubicación! ! Lindas áreas comunes, alberca, gimnasio, salón de adultos! Todo nuevo! ideal para estudiante o ejecutivos. EasyBroker id: eb-hl3342",/propiedades/venta-o-renta-departamento-para-estrenar-the-point-61105246.html,"MN 3,900,000",venta,1.0,,76.0,76.0,1.0,1.0,
"Departamentos Nuevos, Colonia Portales Sur","Portales Norte, Benito Juárez","Exclusivo condominio en venta o renta listos para estrenar de tan solo 17 departamentos en la colonia Portales Sur. El desarrollo se encuentra ubicado en hermosa calle arbolada y cerca de principales vías de acceso como Calzada de Tlalpan, Av. Río Churubusco y División del Norte. Se encuentra cercano a comerciales, escuelas y centros deportivos. El Proyecto es diseñado por una firma arquitectónica muy reconocida. Los departamentos son de 85. 47 m2, cuentan con 2 recámaras, la principal con wolking closet, 2 baños completos, cocina equipada, un cajón de estacionamiento con opción a uno adicional con eleva-autos (con un costo adicional) y una bodega de 0. 95 m2. Dando como área total una superficie de 86. 42 m2. Departamento en pb. #4 Exterior. El edificio cuenta con caseta de vigilancia, circuito cerrado de tv, elevador y roof garden común. Además los departamentos de último nivel cuentan con roof garden privado con acceso desde dentro del departamento. Requisitos. 1 mes de depósito. Renta que corre, más $2, 400 de mantenimiento. Fiador con bien inmueble libre de gravamen en cdmx. Pago de póliza jurídica $8, 584. EasyBroker id: eb-kr2287",/propiedades/departamentos-nuevos-colonia-portales-sur-64301213.html,"MN 4,304,000",venta,2.0,2.0,86.0,86.0,1.0,,
Penthouse con Gran Roof Privado y Hermosos Acabados,"Nápoles, Benito Juárez","Desarrollo de vivienda vertical que brinda al usuario exclusividad y calidez. Su arquitectura habla de un diseño contemporáneo, con espacios interiores de calidad. Desarrollo de solo 9 Departamentos, diseñado a partir de dos primicias: Iluminación y ventilación. Ubicado en una de las zonas con más plusvalía en la ciudad, a unas cuadras del Centro de negocios wtc, así como tambien cafeterías, bancos, centros comerciales, entre otros. Conexión con distintas vialidades como Insurgentes, periferico y patriotismo. Departamento cuenta 136 m2, distribuidos en: 66 m2 habitables. 4 m2 de balcón. 70 m2 de Roof Garden. -Sala - Comedor. -Cocina abierta con barra de granito. -2 Recamaras. -1 baño completo. -Cuarto de lavandería. -2 Estacionamientos independientes. Además: Elevador. Portón Eléctrico. Vigilancia 24 horas. **Disponible en Octubre 2022. Interesados contactar en día y horario abierto",/propiedades/penthouse-con-gran-roof-privado-y-hermosos-acabados-64433386.html,"MN 6,124,000",venta,2.0,,66.0,136.0,2.0,,
"Lomas del Chamizal, Departamento Nuevo a La Venta en Residencial Quo Marina (Mc)","Lomas del Chamizal, Cuajimalpa de Morelos","Lomas del Chamizal, departamento nuevo a la venta en Residencial quo marina (mc). Ven y estrena departamento, con acabados finos varios tipos de departamento para que puedas escoger el que más te guste. Cuenta con&nbsp; 85. 75 mts. , &nbsp; estancia sala y comedor con salida al Balcón, pisos de mármol santo Tomás sand blasteado, cocina integral equipada, estufa de seis quemadores y micro campana con cubiertas de granito negro San&nbsp;Gabriel, &nbsp;2 recámaras con pisos laminados, la principal con vestidor y balcón, &nbsp;2 baños, área de lavado y un estacionamiento con opción a comprar otro al precio de 150, 000mn. Amenidades: roof con asador. Mantenimiento pendiente. _____________________________________________________codigo de referencia dapVer datos Las medidas son ilustrativas y deben de corroborarse con los títulos de propiedad respectivos y/o las boletas predial. Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria y los propietarios de los inmuebles. La publicación de la presente información no representa una oferta pública por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/lomas-del-chamizal-departamento-nuevo-a-la-venta-en-64402728.html,"MN 4,684,350",venta,2.0,2.0,81.0,85.0,1.0,,
Moderno Departamento Exterior en 2 Niveles con Los Mejores Acabados de La Zona,"Polanco, Miguel Hidalgo","Ubicado sobre la bella calle de Galileo, a unos pasos de Av Horacio, sólo 12 departamentos distribuidos en 2 torres. Se encuentra en 3er nivel, distribuido en 2 niveles: - 1er nivel de 140 m2, sala comedor amplio con gran ventanal y balcón. - Recámara amplia con baño completo. - Medio baño. - Cocina equipada con gran barra de granito. - Cto de servicio con área de lavado y baño completo. En el nivel de abajo de 61m2 se encuentra gran sala de tv o family y recámara del mismo tamaño con baño completo. Además 2 cajones de estacionamiento independientes para autos grandes y bodega de 4 m2. Todo el departamento tiene piso de ingeniería, porcelanato antiderrapante en cocina y mármol en baños. Interesados contactar en día y horario abierto.",/propiedades/moderno-departamento-exterior-en-2-niveles-con-los-62255408.html,"MN 21,900,000",venta,2.0,3.0,200.0,204.0,2.0,1.0,
Departamento en Segundo Piso con Vista a Muro Verde,"Narvarte Oriente, Benito Juárez","Edificio de solo 5 departamentos sin elevador, ubicado en la colonia Narvarte en calle arbolada, a poca distancia a pie de restaurantes, tiendas, parques y centros comerciales, vivienda de 2 habitaciones que goza de gran iluminación en todos sus espacios, cuenta con dos baños completos, estancia amplia e iluminada con acceso a balcón interior, con gran iluminación natural, cocina abierta con gran espacio de almacenamiento, cuarto de lavado, todos los acabados son de finos materiales, pisos de madera en todo el departamento, carpintería de madera, cristal templado en regaderas, cocina con cubierta de granito, 1 lugar de estacionamiento independiente, el edificio cuenta cctv, vigilancia 24 horas. 63m² habitables. 2 habitaciones. Sala- comedor. 2 baños completos. Balcon interior. 1 Estacionamiento independientes. Te gustaría saber más? Interesados contactar en día y horario abierto",/propiedades/departamento-en-segundo-piso-con-vista-a-muro-verde-63408091.html,"MN 3,560,000",venta,2.0,2.0,63.0,63.0,1.0,,
Espectacular Departamento en Venta en Conjunto Girault en Sa,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos","Espectacular departamento en venta en santa fe conjunto Girault. Hermoso departamento en venta Precio 17, 900, 000 mn. Tienen 360 metros, techos de doble altura, acabados de lujo, pisos de mármoles y madera natural, ventaneria europea, terraza excelente ubicación, 3 recamaras todas con baños y vestidores amplios, sala, comedor, family room, medio baño de visitas, cocina integral, cuarto de lavado y cuarto de servicio. 3 estacionamientos y bodega. Áreas comunes: alberca, gimnasio, salón de fiestas. Mantenimiento 8, 500. Dirección avenida vasco de quíroga #499, int 0, colonia santa fe, delegación cuajimalpa, cp Ver datos, df. Janet Díaz García. Cel: Ver datos. Mail: Ver datos. EasyBroker id: eb-ku0204",/propiedades/espectacular-departamento-en-venta-en-conjunto-girault-64410489.html,"MN 17,900,000",venta,3.0,3.0,360.0,360.0,3.0,1.0,
Plaza Carso 3 Recamaras,"Polanco, Miguel Hidalgo","Muy exclusivo ubicado en Residencial Plaza Carso, Torre vip Cervantes, inmediato a Polanco, Periférico, Ejercito Nacional, Circuito Interior, Lomas de Chapultepec, los mejores Centros Comerciales y Corporativos, Estilo Contemporáneo, impecable, precioso departamento, finos acabados de super lujo, en madera, mármol, granito y cerámica, cocina integral abierta con barra de granito, muy iluminado, hermosa hacia el museo Soumaya, enorme área social, 02 recamaras, 02 1/2 baños, 04 estacionamientos, vestidor en la recamara principal, closets empotrados, cuarto de television, Cuarto de Lavado, Cuarto de Servicio con baño integrado a el departamento, Bodega de trece metros. Amenidades: alberca, gimnasio, salón de eventos, ludoteca, jardines y acceso inmediato al centro comercial Plaza Carso. Vigilancia estricta las 24 horas. Cerca de Antara, supermercados, cines, las mejores tiendas y restaurantes. Todo! Excelente zona, céntrica y con acceso a múltiples servicios, comercios, entretenimiento y vías rápidas, acceso controlado. Excelente ubicación inmediato al restaurantes con acceso a múltiples servicios, comercios y lugares públicos, así como a una gran oferta cultural, caminando o en auto. Todos los servicios a la mano. A menos de 10 minutos (caminando): cafés, teatros, cines, club deportivo, farmacias, restaurantes, bancos, gasolinera, spa, salones y peluquerías, regalos, agencias automotrices, etc. Cerca de Corporativos, las mejores escuelas y Universidades. Una de las zonas con mayor plusvalía de la Ciudad de México, segura, y con excelentes opciones para pasear y disfrutar con la familia o amigos.",/propiedades/plaza-carso-3-recamaras-54766778.html,"MN 22,000,000",venta,2.0,2.0,220.0,220.0,4.0,1.0,
Plaza Carso 4 Recamaras Amueblado,"Ampliación Granada, Miguel Hidalgo","Muy exclusivo ubicado en Residencial Plaza Carso Torre Rodin, con acceso directo al centro comercial, de Super Lujo, inmediato a Polanco, Antara, Periférico, Ejercito Nacional, Río San Joaquin, Reforma, Circuito Interior, Lomas de Chapultepec, los mejores Centros Comerciales y Corporativos, Estilo Contemporáneo, impecable, elegante, precioso departamento, excelente orientación con una super vista a el Museo Soumaya, muy iluminado, finos acabados en madera, mármol, granito y cerámico, de 406 metros, cuenta con aire acondicionado, amplia estancia (sala y comedor), Salon de Juegos, Sala de television, cocina integral abierta con barra de granito abierta, 04 recamaras, 03 1/2 baños, 05 estacionamientos, Cuarto de Lavado, Cuarto de servicio integrado a el departamento. El departamento cuenta con la siguiente tecnologia: Dolby atmos - sonido de teatro. Sonos - sonido resto de la casa. Savant - sistema inteligente casa. Proyector 4K nativo. Persianas inteligentes Somfy. Luces inteligentes noon. Aire acondicionado Daikin inteligente. Tv Samsung inteligentes. amenidades: Alberca, Gimnasio, spa con Vapor y Sauna, salón de fiestas, ludoteca, salón de adultos, jardines con juegos infantiles, cancha de tenis. Estricta Vigilancia 24 horas. Cerca de supermercados, cines, las mejores tiendas y restaurantes. Especial para ejecutivos. Excelente zona, céntrica y con acceso a múltiples servicios, comercios, entretenimiento y vías rápidas, acceso controlado. Excelente ubicación inmediato al restaurantes con acceso a múltiples servicios, comercios y lugares públicos, asi como a una gran oferta cultural, caminando o en auto. Todos los servicios a la mano. A menos de 10 minutos (caminando): cafés, teatros, museo soumaya, museo jumex, cines, club deportivo, farmacias, restaurante/bar, bancos, gasolinera, vigilancia, spa, salones y peluquerías, regalos, agencias automotrices, etc. Cerca de Corporativos, las mejores escuelas y Universidades. Una de las zonas con mayor tradición, historia y plusvalía de la Ciudad de México, segura, y con excelentes opciones para pasear y disfrutar con la familia o amigos.",/propiedades/plaza-carso-4-recamaras-amueblado-56563566.html,"USD 2,000,000",venta,4.0,3.0,406.0,406.0,5.0,1.0,
"Polanco, Departamento Remodelado a La Venta en Calle Cicerón (Js)","Polanco, Miguel Hidalgo","¡baja precio de $20'700, 000 A $19'800, 000&nbsp; mn! Polanco, departamento remodelado a la venta en calle ciceron (js). Ubicado en una de las zonas mas exclusivas de Polanco. Cuenta con 236 mts habitables, sala y comedor con ventanales de piso a techo con vista arbolada a Solón y piso de madera, cocina con despensa, desayunador, &nbsp;3 recamaras con baño y vestidor con vista a arbolada a Cicerón. Estudio, medio baño de visitas, closet de blancos, área de lavado, cuarto de servicio con baño, bodega de 6mts. , 3 lugares de estacionamientos y mantenimiento $5000 mn. &nbsp;Pisos de mármol color crema marfil placa grande en Áreas sociales y baños, Mucha Luz natural. Amenidades: &nbsp; gimnasio con vapor y regaderas, salón de fiestas grande con cocina y dos baños, roof garden común con muebles y asador. &nbsp; _____________________________________________________codigo de referencia dapVer datos Las medidas son ilustrativas y deben de corroborarse con los títulos de propiedad respectivos y/o las boletas predial. Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria y los propietarios de los inmuebles. La publicación de la presente información no representa una oferta pública por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/polanco-departamento-remodelado-a-la-venta-en-calle-64251283.html,"MN 19,800,000",venta,3.0,3.0,236.0,236.0,3.0,1.0,
"Departamento en Venta en Bosques de Las Lomas, Bosque de To","Bosque de las Lomas, Miguel Hidalgo","En la mejor ubicacion en bosque de toronjos que es una cerrada solo con transito local, se encuentra este exclusivo edificio de solo 42 inquilinos. El depto tiene 385 mtrs con una vista A la cañada Y una luz Y clima impresionante. El elevador llega directo al departamento, sala, comedor con ventanales que se pueden abrir para ventilar. Marmol sw placas muy grandes de canarian cream, al igual que el pasillo hacia las recamaras. El resto de los pisos son de madera de ingenieria recien tratados. Oficina independiente integrada por medio de una celosia de madera. Area de antecomedor. En medio de las recamaras hay un family room precioso con ina pantalla de tv que baja del techo. La cocina tiene doble salida, hacia el area social Y al family. Son 3 recamaras, cada una con baño forrado en marmol Y excelentes vestidores de la mas fina calidad. La recamara principal es muy grande, con area de tina, independiente al baño con regadera que tiene ventilacion natural. El vestidor de dicha recamara es muy impresionante Y tiene un lado para ella Y otro para el. La cocina es en marmol, muy iluminada Y ventilada, gran area de lavado Y muy buen cuarto de servicio. Las areas comunes estan siendo remodeladas, Y quedaran impresionantes, ya cuento con los renders. Gran jardin, cancha de tenis, alberca, gimnasio, ludoteca, salon de fiestas Y vendran mucho mas amenidades. excelente departamento. EasyBroker id: eb-jj9840",/propiedades/departamento-en-venta-en-bosques-de-las-lomas-bosque-63114160.html,"MN 20,500,000",venta,3.0,3.0,385.0,385.0,4.0,1.0,
Departamento con 2 Cajones de Estacionamiento Independientes y Acabados de Lujo,"Álamos, Benito Juárez","Gran Edificio distribuido en 2 torres, con entrada por la bella calle de Asturias y excelentes vías de acceso como Xola, Eje Central y Calzada de Tlalpan. Cuenta con amplia recepción y lobby, espectacular roof garden común con diferentes ambientes, asadores, pista de caminata y excelentes vistas. Así como 2 modernos elevadores. El departamento de 83m2, cuenta con: -Sala comedor con excelente iluminación y gran closet. -Cocina con buenos acabado e iluminación con acceso a área de lavado con ventilación natural. -2 recamaras con amplio closet, la principal con baño completo. -2 Baños en total con cancel templado y muebles de lujo. Además 2cajónes de estacionamiento independiente. -Bodega. Interesados contactar en día y horario abierto.",/propiedades/departamento-con-2-cajones-de-estacionamiento-63638990.html,"MN 3,920,000",venta,2.0,2.0,83.0,83.0,2.0,,
Residencial Avivia Precioso Dep. Bosques de Las Lomas Secret,"Bosques de las Lomas, Cuajimalpa de Morelos","Precioso departamento en venta con vista espectacular, acabados finos, seminuevo, amplios espacios Se encuentra en piso bajo. De 257m 3 recámaras con vestidor baños, baño de visitas, family, cocina semiabierta, cuarto servicio y lavado, 3 lugares de estacionamiento, bodega. Cuenta con amenities espectaculares muy completas tales como alberca semiolímpica techada, alberca al aire libre, jardines, gym, spa, ludoteca, restaurante, supercito, estética, cancha basket/fut, squash, salones de fiestas. Cuenta con mucho estacionamiento para visitas con valet parking. Vigilancia 24hrs. EasyBroker id: eb-cn3871",/propiedades/residencial-avivia-precioso-dep.-bosques-de-las-lomas-60678319.html,"MN 12,600,000",venta,3.0,3.0,257.0,257.0,3.0,1.0,
Departamento en Venta en Polanco I Secc 3 Recámaras,"Polanco, Miguel Hidalgo","Se vende departamento en Juan Racine Polanco, Ciudad de México. Cuenta con 3 recámaras, 2 baños, consta de 240 metros cuadrados. Tiene cocina cerrada con barra, sala-comedor, cuarto de servicio con baño, área de lavado, baño de visitas, estancia con balcón, sala de televisión y 2 lugares de estacionamiento. Es un hermoso departamento, remodelado con materiales de primera calidad con vista al exterior. El edificio cuenta con 13 niveles, con 2 departamentos por piso, aceptan mascotas y está a una cuadra del club Mundet y cerca de centros comerciales, restaurantes y oficinas. El edificio tiene seguridad privada las 24 horas y 2 elevadores. Encuentra más propiedades en Pulppo. com",/propiedades/departamento-en-venta-en-polanco-i-secc-3-recamaras-63805674.html,"MN 10,900,000",venta,3.0,2.0,240.0,240.0,2.0,,
